"Dataset Name","Observation Date","Series Key","Series Display Name","Observation Value","Unit","Observation Status","Observation Status Comment","Sequence No.","Series name"
"Structure of Interest Rate: Repo Market Rates","10-May-2023","TS_GP_IR_REPOMR_D.ORR",". Weighted-average Overnight Repo Rate","20.06","Percent","Normal","","10","Weighted-average Overnight Repo Rate"
"Structure of Interest Rate: Repo Market Rates","09-May-2023","TS_GP_IR_REPOMR_D.ORR",". Weighted-average Overnight Repo Rate","20.25","Percent","Normal","","10","Weighted-average Overnight Repo Rate"
"Structure of Interest Rate: Repo Market Rates","08-May-2023","TS_GP_IR_REPOMR_D.ORR",". Weighted-average Overnight Repo Rate","20.24","Percent","Normal","","10","Weighted-average Overnight Repo Rate"
"Structure of Interest Rate: Repo Market Rates","05-May-2023","TS_GP_IR_REPOMR_D.ORR",". Weighted-average Overnight Repo Rate","20.27","Percent","Normal","","10","Weighted-average Overnight Repo Rate"
"Structure of Interest Rate: Repo Market Rates","04-May-2023","TS_GP_IR_REPOMR_D.ORR",". Weighted-average Overnight Repo Rate","21.07","Percent","Normal","","10","Weighted-average Overnight Repo Rate"
"Structure of Interest Rate: Repo Market Rates","03-May-2023","TS_GP_IR_REPOMR_D.ORR",". Weighted-average Overnight Repo Rate","20.71","Percent","Normal","","10","Weighted-average Overnight Repo Rate"
"Structure of Interest Rate: Repo Market Rates","28-Apr-2023","TS_GP_IR_REPOMR_D.ORR",". Weighted-average Overnight Repo Rate","20.95","Percent","Normal","","10","Weighted-average Overnight Repo Rate"
"Structure of Interest Rate: Repo Market Rates","27-Apr-2023","TS_GP_IR_REPOMR_D.ORR",". Weighted-average Overnight Repo Rate","20.8","Percent","Normal","","10","Weighted-average Overnight Repo Rate"
"Structure of Interest Rate: Repo Market Rates","26-Apr-2023","TS_GP_IR_REPOMR_D.ORR",". Weighted-average Overnight Repo Rate","21.07","Percent","Normal","","10","Weighted-average Overnight Repo Rate"
"Structure of Interest Rate: Repo Market Rates","20-Apr-2023","TS_GP_IR_REPOMR_D.ORR",". Weighted-average Overnight Repo Rate","20.31","Percent","Normal","","10","Weighted-average Overnight Repo Rate"
"Structure of Interest Rate: Repo Market Rates","19-Apr-2023","TS_GP_IR_REPOMR_D.ORR",". Weighted-average Overnight Repo Rate","21.74","Percent","Normal","","10","Weighted-average Overnight Repo Rate"
"Structure of Interest Rate: Repo Market Rates","18-Apr-2023","TS_GP_IR_REPOMR_D.ORR",". Weighted-average Overnight Repo Rate","21.48","Percent","Normal","","10","Weighted-average Overnight Repo Rate"
"Structure of Interest Rate: Repo Market Rates","17-Apr-2023","TS_GP_IR_REPOMR_D.ORR",". Weighted-average Overnight Repo Rate","21.06","Percent","Normal","","10","Weighted-average Overnight Repo Rate"
"Structure of Interest Rate: Repo Market Rates","14-Apr-2023","TS_GP_IR_REPOMR_D.ORR",". Weighted-average Overnight Repo Rate","21.11","Percent","Normal","","10","Weighted-average Overnight Repo Rate"
"Structure of Interest Rate: Repo Market Rates","13-Apr-2023","TS_GP_IR_REPOMR_D.ORR",". Weighted-average Overnight Repo Rate","21.45","Percent","Normal","","10","Weighted-average Overnight Repo Rate"
"Structure of Interest Rate: Repo Market Rates","12-Apr-2023","TS_GP_IR_REPOMR_D.ORR",". Weighted-average Overnight Repo Rate","21.7","Percent","Normal","","10","Weighted-average Overnight Repo Rate"
"Structure of Interest Rate: Repo Market Rates","11-Apr-2023","TS_GP_IR_REPOMR_D.ORR",". Weighted-average Overnight Repo Rate","21.31","Percent","Normal","","10","Weighted-average Overnight Repo Rate"
"Structure of Interest Rate: Repo Market Rates","10-Apr-2023","TS_GP_IR_REPOMR_D.ORR",". Weighted-average Overnight Repo Rate","21.03","Percent","Normal","","10","Weighted-average Overnight Repo Rate"
"Structure of Interest Rate: Repo Market Rates","07-Apr-2023","TS_GP_IR_REPOMR_D.ORR",". Weighted-average Overnight Repo Rate","21.23","Percent","Normal","","10","Weighted-average Overnight Repo Rate"
