"Dataset Name","Observation Date","Series Key","Series Display Name","Observation Value","Unit","Observation Status","Observation Status Comment","Sequence No.","Series name"
"POL Sales by Sector","30-Sep-2022","TS_GP_RLS_POLSALE_M.P_006000","......5 POL sales to Overseas","23618","Metric Ton","Normal","","60","POL sales to Overseas"
"POL Sales by Sector","30-Sep-2022","TS_GP_RLS_POLSALE_M.P_007000","......6 POL sales to Power Sector","257903","Metric Ton","Normal","","70","POL sales to Power Sector"
"POL Sales by Sector","30-Sep-2022","TS_GP_RLS_POLSALE_M.P_008000","......7 POL sales to Transport","1137957","Metric Ton","Normal","","80","POL sales to Transport"
"POL Sales by Sector","31-Aug-2022","TS_GP_RLS_POLSALE_M.P_001000",". Overall POL sales to various sectors (Agri, Govt, Ind, Pow, Trans etc)","1545775","Metric Ton","Normal","","10","Overall POL sales to various sectors (Agri, Govt, Ind, Pow, Transp etc)"
"POL Sales by Sector","31-Aug-2022","TS_GP_RLS_POLSALE_M.P_002000","......1 POL sales to Agriculture","856","Metric Ton","Normal","","20","POL sales to Agriculture"
"POL Sales by Sector","31-Aug-2022","TS_GP_RLS_POLSALE_M.P_003000","......2 POL sales to Domestic","1801","Metric Ton","Normal","","30","POL sales to Domestic"
"POL Sales by Sector","31-Aug-2022","TS_GP_RLS_POLSALE_M.P_004000","......3 POL sales to Government","41653","Metric Ton","Normal","","40","POL sales to Government"
"POL Sales by Sector","31-Aug-2022","TS_GP_RLS_POLSALE_M.P_005000","......4 POL sales to Industry","93292","Metric Ton","Normal","","50","POL sales to Industry"
"POL Sales by Sector","31-Aug-2022","TS_GP_RLS_POLSALE_M.P_006000","......5 POL sales to Overseas","27413","Metric Ton","Normal","","60","POL sales to Overseas"
"POL Sales by Sector","31-Aug-2022","TS_GP_RLS_POLSALE_M.P_007000","......6 POL sales to Power Sector","280421","Metric Ton","Normal","","70","POL sales to Power Sector"
"POL Sales by Sector","31-Aug-2022","TS_GP_RLS_POLSALE_M.P_008000","......7 POL sales to Transport","1100339","Metric Ton","Normal","","80","POL sales to Transport"
"POL Sales by Sector","31-Jul-2022","TS_GP_RLS_POLSALE_M.P_001000",". Overall POL sales to various sectors (Agri, Govt, Ind, Pow, Trans etc)","1542715","Metric Ton","Normal","","10","Overall POL sales to various sectors (Agri, Govt, Ind, Pow, Transp etc)"
"POL Sales by Sector","31-Jul-2022","TS_GP_RLS_POLSALE_M.P_002000","......1 POL sales to Agriculture","690","Metric Ton","Normal","","20","POL sales to Agriculture"
"POL Sales by Sector","31-Jul-2022","TS_GP_RLS_POLSALE_M.P_003000","......2 POL sales to Domestic","1076","Metric Ton","Normal","","30","POL sales to Domestic"
"POL Sales by Sector","31-Jul-2022","TS_GP_RLS_POLSALE_M.P_004000","......3 POL sales to Government","22155","Metric Ton","Normal","","40","POL sales to Government"
"POL Sales by Sector","31-Jul-2022","TS_GP_RLS_POLSALE_M.P_005000","......4 POL sales to Industry","112634","Metric Ton","Normal","","50","POL sales to Industry"
"POL Sales by Sector","31-Jul-2022","TS_GP_RLS_POLSALE_M.P_006000","......5 POL sales to Overseas","23941","Metric Ton","Normal","","60","POL sales to Overseas"
"POL Sales by Sector","31-Jul-2022","TS_GP_RLS_POLSALE_M.P_007000","......6 POL sales to Power Sector","386000","Metric Ton","Normal","","70","POL sales to Power Sector"
"POL Sales by Sector","31-Jul-2022","TS_GP_RLS_POLSALE_M.P_008000","......7 POL sales to Transport","996219","Metric Ton","Normal","","80","POL sales to Transport"
"POL Sales by Sector","30-Jun-2022","TS_GP_RLS_POLSALE_M.P_001000",". Overall POL sales to various sectors (Agri, Govt, Ind, Pow, Trans etc)","1959497","Metric Ton","Normal","","10","Overall POL sales to various sectors (Agri, Govt, Ind, Pow, Transp etc)"
"POL Sales by Sector","30-Jun-2022","TS_GP_RLS_POLSALE_M.P_002000","......1 POL sales to Agriculture","1183","Metric Ton","Normal","","20","POL sales to Agriculture"
"POL Sales by Sector","30-Jun-2022","TS_GP_RLS_POLSALE_M.P_003000","......2 POL sales to Domestic","1737","Metric Ton","Normal","","30","POL sales to Domestic"
"POL Sales by Sector","30-Jun-2022","TS_GP_RLS_POLSALE_M.P_004000","......3 POL sales to Government","27183","Metric Ton","Normal","","40","POL sales to Government"
"POL Sales by Sector","30-Jun-2022","TS_GP_RLS_POLSALE_M.P_005000","......4 POL sales to Industry","112597","Metric Ton","Normal","","50","POL sales to Industry"
"POL Sales by Sector","30-Jun-2022","TS_GP_RLS_POLSALE_M.P_006000","......5 POL sales to Overseas","23794","Metric Ton","Normal","","60","POL sales to Overseas"
"POL Sales by Sector","30-Jun-2022","TS_GP_RLS_POLSALE_M.P_007000","......6 POL sales to Power Sector","411569","Metric Ton","Normal","","70","POL sales to Power Sector"
"POL Sales by Sector","30-Jun-2022","TS_GP_RLS_POLSALE_M.P_008000","......7 POL sales to Transport","1381434","Metric Ton","Normal","","80","POL sales to Transport"
"POL Sales by Sector","31-May-2022","TS_GP_RLS_POLSALE_M.P_001000",". Overall POL sales to various sectors (Agri, Govt, Ind, Pow, Trans etc)","2194723","Metric Ton","Normal","","10","Overall POL sales to various sectors (Agri, Govt, Ind, Pow, Transp etc)"
"POL Sales by Sector","31-May-2022","TS_GP_RLS_POLSALE_M.P_002000","......1 POL sales to Agriculture","435","Metric Ton","Normal","","20","POL sales to Agriculture"
"POL Sales by Sector","31-May-2022","TS_GP_RLS_POLSALE_M.P_003000","......2 POL sales to Domestic","1263","Metric Ton","Normal","","30","POL sales to Domestic"
"POL Sales by Sector","31-May-2022","TS_GP_RLS_POLSALE_M.P_004000","......3 POL sales to Government","37336","Metric Ton","Normal","","40","POL sales to Government"
"POL Sales by Sector","31-May-2022","TS_GP_RLS_POLSALE_M.P_005000","......4 POL sales to Industry","97333","Metric Ton","Normal","","50","POL sales to Industry"
"POL Sales by Sector","31-May-2022","TS_GP_RLS_POLSALE_M.P_006000","......5 POL sales to Overseas","26128","Metric Ton","Normal","","60","POL sales to Overseas"
"POL Sales by Sector","31-May-2022","TS_GP_RLS_POLSALE_M.P_007000","......6 POL sales to Power Sector","426947","Metric Ton","Normal","","70","POL sales to Power Sector"
"POL Sales by Sector","31-May-2022","TS_GP_RLS_POLSALE_M.P_008000","......7 POL sales to Transport","1605281","Metric Ton","Normal","","80","POL sales to Transport"
"POL Sales by Sector","30-Apr-2022","TS_GP_RLS_POLSALE_M.P_001000",". Overall POL sales to various sectors (Agri, Govt, Ind, Pow, Trans etc)","2210647","Metric Ton","Normal","","10","Overall POL sales to various sectors (Agri, Govt, Ind, Pow, Transp etc)"
"POL Sales by Sector","30-Apr-2022","TS_GP_RLS_POLSALE_M.P_002000","......1 POL sales to Agriculture","466","Metric Ton","Normal","","20","POL sales to Agriculture"
"POL Sales by Sector","30-Apr-2022","TS_GP_RLS_POLSALE_M.P_003000","......2 POL sales to Domestic","1730","Metric Ton","Normal","","30","POL sales to Domestic"
"POL Sales by Sector","30-Apr-2022","TS_GP_RLS_POLSALE_M.P_004000","......3 POL sales to Government","32654","Metric Ton","Normal","","40","POL sales to Government"
"POL Sales by Sector","30-Apr-2022","TS_GP_RLS_POLSALE_M.P_005000","......4 POL sales to Industry","97143","Metric Ton","Normal","","50","POL sales to Industry"
"POL Sales by Sector","30-Apr-2022","TS_GP_RLS_POLSALE_M.P_006000","......5 POL sales to Overseas","24539","Metric Ton","Normal","","60","POL sales to Overseas"
"POL Sales by Sector","30-Apr-2022","TS_GP_RLS_POLSALE_M.P_007000","......6 POL sales to Power Sector","421344","Metric Ton","Normal","","70","POL sales to Power Sector"
"POL Sales by Sector","30-Apr-2022","TS_GP_RLS_POLSALE_M.P_008000","......7 POL sales to Transport","1632771","Metric Ton","Normal","","80","POL sales to Transport"
"POL Sales by Sector","31-Mar-2022","TS_GP_RLS_POLSALE_M.P_001000",". Overall POL sales to various sectors (Agri, Govt, Ind, Pow, Trans etc)","1857914","Metric Ton","Normal","Revised","10","Overall POL sales to various sectors (Agri, Govt, Ind, Pow, Transp etc)"
"POL Sales by Sector","31-Mar-2022","TS_GP_RLS_POLSALE_M.P_002000","......1 POL sales to Agriculture","714","Metric Ton","Normal","","20","POL sales to Agriculture"
"POL Sales by Sector","31-Mar-2022","TS_GP_RLS_POLSALE_M.P_003000","......2 POL sales to Domestic","2425","Metric Ton","Normal","","30","POL sales to Domestic"
"POL Sales by Sector","31-Mar-2022","TS_GP_RLS_POLSALE_M.P_004000","......3 POL sales to Government","29043","Metric Ton","Normal","","40","POL sales to Government"
"POL Sales by Sector","31-Mar-2022","TS_GP_RLS_POLSALE_M.P_005000","......4 POL sales to Industry","107323","Metric Ton","Normal","Revised","50","POL sales to Industry"
"POL Sales by Sector","31-Mar-2022","TS_GP_RLS_POLSALE_M.P_006000","......5 POL sales to Overseas","25263","Metric Ton","Normal","","60","POL sales to Overseas"
"POL Sales by Sector","31-Mar-2022","TS_GP_RLS_POLSALE_M.P_007000","......6 POL sales to Power Sector","249415","Metric Ton","Normal","","70","POL sales to Power Sector"
"POL Sales by Sector","31-Mar-2022","TS_GP_RLS_POLSALE_M.P_008000","......7 POL sales to Transport","1443731","Metric Ton","Normal","","80","POL sales to Transport"
"POL Sales by Sector","28-Feb-2022","TS_GP_RLS_POLSALE_M.P_001000",". Overall POL sales to various sectors (Agri, Govt, Ind, Pow, Trans etc)","1572029","Metric Ton","Normal","","10","Overall POL sales to various sectors (Agri, Govt, Ind, Pow, Transp etc)"
"POL Sales by Sector","28-Feb-2022","TS_GP_RLS_POLSALE_M.P_002000","......1 POL sales to Agriculture","535","Metric Ton","Normal","","20","POL sales to Agriculture"
"POL Sales by Sector","28-Feb-2022","TS_GP_RLS_POLSALE_M.P_003000","......2 POL sales to Domestic","2327","Metric Ton","Normal","","30","POL sales to Domestic"
"POL Sales by Sector","28-Feb-2022","TS_GP_RLS_POLSALE_M.P_004000","......3 POL sales to Government","38754","Metric Ton","Normal","","40","POL sales to Government"
"POL Sales by Sector","28-Feb-2022","TS_GP_RLS_POLSALE_M.P_005000","......4 POL sales to Industry","112529","Metric Ton","Normal","","50","POL sales to Industry"
"POL Sales by Sector","28-Feb-2022","TS_GP_RLS_POLSALE_M.P_006000","......5 POL sales to Overseas","23452","Metric Ton","Normal","","60","POL sales to Overseas"
"POL Sales by Sector","28-Feb-2022","TS_GP_RLS_POLSALE_M.P_007000","......6 POL sales to Power Sector","180600","Metric Ton","Normal","","70","POL sales to Power Sector"
"POL Sales by Sector","28-Feb-2022","TS_GP_RLS_POLSALE_M.P_008000","......7 POL sales to Transport","1213832","Metric Ton","Normal","","80","POL sales to Transport"
"POL Sales by Sector","31-Jan-2022","TS_GP_RLS_POLSALE_M.P_001000",". Overall POL sales to various sectors (Agri, Govt, Ind, Pow, Trans etc)","1842516","Metric Ton","Normal","","10","Overall POL sales to various sectors (Agri, Govt, Ind, Pow, Transp etc)"
"POL Sales by Sector","31-Jan-2022","TS_GP_RLS_POLSALE_M.P_002000","......1 POL sales to Agriculture","886","Metric Ton","Normal","","20","POL sales to Agriculture"
