"Dataset Name","Observation Date","Series Key","Series Display Name","Observation Value","Unit","Observation Status","Observation Status Comment","Sequence No.","Series name"
"Structure of Interest Rate: State Bank of Pakistan Policy Rates","10-Oct-2011","TS_GP_IR_SIRPR_AH.SBPOL0020",". State Bank of Pakistan's Repo Rate","9","Percent","Normal","","20","State Bank of Pakistan's Repo Rate"
"Structure of Interest Rate: State Bank of Pakistan Policy Rates","01-Aug-2011","TS_GP_IR_SIRPR_AH.SBPOL0010",". State Bank of Pakistan's Reverse Repo Rate","13.5","Percent","Normal","","10","State Bank of Pakistan's Reverse Repo Rate"
"Structure of Interest Rate: State Bank of Pakistan Policy Rates","01-Aug-2011","TS_GP_IR_SIRPR_AH.SBPOL0020",". State Bank of Pakistan's Repo Rate","10.5","Percent","Normal","","20","State Bank of Pakistan's Repo Rate"
"Structure of Interest Rate: State Bank of Pakistan Policy Rates","30-Nov-2010","TS_GP_IR_SIRPR_AH.SBPOL0010",". State Bank of Pakistan's Reverse Repo Rate","14","Percent","Normal","","10","State Bank of Pakistan's Reverse Repo Rate"
"Structure of Interest Rate: State Bank of Pakistan Policy Rates","30-Nov-2010","TS_GP_IR_SIRPR_AH.SBPOL0020",". State Bank of Pakistan's Repo Rate","11","Percent","Normal","","20","State Bank of Pakistan's Repo Rate"
"Structure of Interest Rate: State Bank of Pakistan Policy Rates","30-Sep-2010","TS_GP_IR_SIRPR_AH.SBPOL0010",". State Bank of Pakistan's Reverse Repo Rate","13.5","Percent","Normal","","10","State Bank of Pakistan's Reverse Repo Rate"
"Structure of Interest Rate: State Bank of Pakistan Policy Rates","30-Sep-2010","TS_GP_IR_SIRPR_AH.SBPOL0020",". State Bank of Pakistan's Repo Rate","10.5","Percent","Normal","","20","State Bank of Pakistan's Repo Rate"
"Structure of Interest Rate: State Bank of Pakistan Policy Rates","02-Aug-2010","TS_GP_IR_SIRPR_AH.SBPOL0010",". State Bank of Pakistan's Reverse Repo Rate","13","Percent","Normal","","10","State Bank of Pakistan's Reverse Repo Rate"
"Structure of Interest Rate: State Bank of Pakistan Policy Rates","02-Aug-2010","TS_GP_IR_SIRPR_AH.SBPOL0020",". State Bank of Pakistan's Repo Rate","10","Percent","Normal","","20","State Bank of Pakistan's Repo Rate"
"Structure of Interest Rate: State Bank of Pakistan Policy Rates","25-Nov-2009","TS_GP_IR_SIRPR_AH.SBPOL0010",". State Bank of Pakistan's Reverse Repo Rate","12.5","Percent","Normal","","10","State Bank of Pakistan's Reverse Repo Rate"
"Structure of Interest Rate: State Bank of Pakistan Policy Rates","25-Nov-2009","TS_GP_IR_SIRPR_AH.SBPOL0020",". State Bank of Pakistan's Repo Rate","9.5","Percent","Normal","","20","State Bank of Pakistan's Repo Rate"
"Structure of Interest Rate: State Bank of Pakistan Policy Rates","17-Aug-2009","TS_GP_IR_SIRPR_AH.SBPOL0010",". State Bank of Pakistan's Reverse Repo Rate","13","Percent","Normal","","10","State Bank of Pakistan's Reverse Repo Rate"
"Structure of Interest Rate: State Bank of Pakistan Policy Rates","17-Aug-2009","TS_GP_IR_SIRPR_AH.SBPOL0020",". State Bank of Pakistan's Repo Rate","10","Percent","Normal","","20","State Bank of Pakistan's Repo Rate"
"Structure of Interest Rate: State Bank of Pakistan Policy Rates","21-Apr-2009","TS_GP_IR_SIRPR_AH.SBPOL0010",". State Bank of Pakistan's Reverse Repo Rate","14","Percent","Normal","","10","State Bank of Pakistan's Reverse Repo Rate"
"Structure of Interest Rate: State Bank of Pakistan Policy Rates","13-Nov-2008","TS_GP_IR_SIRPR_AH.SBPOL0010",". State Bank of Pakistan's Reverse Repo Rate","15","Percent","Normal","","10","State Bank of Pakistan's Reverse Repo Rate"
"Structure of Interest Rate: State Bank of Pakistan Policy Rates","30-Jul-2008","TS_GP_IR_SIRPR_AH.SBPOL0010",". State Bank of Pakistan's Reverse Repo Rate","13","Percent","Normal","","10","State Bank of Pakistan's Reverse Repo Rate"
"Structure of Interest Rate: State Bank of Pakistan Policy Rates","23-May-2008","TS_GP_IR_SIRPR_AH.SBPOL0010",". State Bank of Pakistan's Reverse Repo Rate","12","Percent","Normal","","10","State Bank of Pakistan's Reverse Repo Rate"
"Structure of Interest Rate: State Bank of Pakistan Policy Rates","01-Feb-2008","TS_GP_IR_SIRPR_AH.SBPOL0010",". State Bank of Pakistan's Reverse Repo Rate","10.5","Percent","Normal","","10","State Bank of Pakistan's Reverse Repo Rate"
"Structure of Interest Rate: State Bank of Pakistan Policy Rates","01-Aug-2007","TS_GP_IR_SIRPR_AH.SBPOL0010",". State Bank of Pakistan's Reverse Repo Rate","10","Percent","Normal","","10","State Bank of Pakistan's Reverse Repo Rate"
"Structure of Interest Rate: State Bank of Pakistan Policy Rates","31-Jul-2006","TS_GP_IR_SIRPR_AH.SBPOL0010",". State Bank of Pakistan's Reverse Repo Rate","9.5","Percent","Normal","","10","State Bank of Pakistan's Reverse Repo Rate"
"Structure of Interest Rate: State Bank of Pakistan Policy Rates","11-Apr-2005","TS_GP_IR_SIRPR_AH.SBPOL0010",". State Bank of Pakistan's Reverse Repo Rate","9","Percent","Normal","","10","State Bank of Pakistan's Reverse Repo Rate"
"Structure of Interest Rate: State Bank of Pakistan Policy Rates","18-Nov-2002","TS_GP_IR_SIRPR_AH.SBPOL0010",". State Bank of Pakistan's Reverse Repo Rate","7.5","Percent","Normal","","10","State Bank of Pakistan's Reverse Repo Rate"
"Structure of Interest Rate: State Bank of Pakistan Policy Rates","23-Jan-2002","TS_GP_IR_SIRPR_AH.SBPOL0010",". State Bank of Pakistan's Reverse Repo Rate","9","Percent","Normal","","10","State Bank of Pakistan's Reverse Repo Rate"
"Structure of Interest Rate: State Bank of Pakistan Policy Rates","22-Oct-2001","TS_GP_IR_SIRPR_AH.SBPOL0010",". State Bank of Pakistan's Reverse Repo Rate","10","Percent","Normal","","10","State Bank of Pakistan's Reverse Repo Rate"
"Structure of Interest Rate: State Bank of Pakistan Policy Rates","17-Aug-2001","TS_GP_IR_SIRPR_AH.SBPOL0010",". State Bank of Pakistan's Reverse Repo Rate","12","Percent","Normal","","10","State Bank of Pakistan's Reverse Repo Rate"
"Structure of Interest Rate: State Bank of Pakistan Policy Rates","19-Jul-2001","TS_GP_IR_SIRPR_AH.SBPOL0010",". State Bank of Pakistan's Reverse Repo Rate","13","Percent","Normal","","10","State Bank of Pakistan's Reverse Repo Rate"
"Structure of Interest Rate: State Bank of Pakistan Policy Rates","07-Jun-2001","TS_GP_IR_SIRPR_AH.SBPOL0010",". State Bank of Pakistan's Reverse Repo Rate","14","Percent","Normal","","10","State Bank of Pakistan's Reverse Repo Rate"
"Structure of Interest Rate: State Bank of Pakistan Policy Rates","05-Oct-2000","TS_GP_IR_SIRPR_AH.SBPOL0010",". State Bank of Pakistan's Reverse Repo Rate","13","Percent","Normal","","10","State Bank of Pakistan's Reverse Repo Rate"
"Structure of Interest Rate: State Bank of Pakistan Policy Rates","19-Sep-2000","TS_GP_IR_SIRPR_AH.SBPOL0010",". State Bank of Pakistan's Reverse Repo Rate","12","Percent","Normal","","10","State Bank of Pakistan's Reverse Repo Rate"
"Structure of Interest Rate: State Bank of Pakistan Policy Rates","05-Jan-2000","TS_GP_IR_SIRPR_AH.SBPOL0010",". State Bank of Pakistan's Reverse Repo Rate","11","Percent","Normal","","10","State Bank of Pakistan's Reverse Repo Rate"
"Structure of Interest Rate: State Bank of Pakistan Policy Rates","19-May-1999","TS_GP_IR_SIRPR_AH.SBPOL0010",". State Bank of Pakistan's Reverse Repo Rate","13","Percent","Normal","","10","State Bank of Pakistan's Reverse Repo Rate"
"Structure of Interest Rate: State Bank of Pakistan Policy Rates","03-Apr-1999","TS_GP_IR_SIRPR_AH.SBPOL0010",". State Bank of Pakistan's Reverse Repo Rate","14","Percent","Normal","","10","State Bank of Pakistan's Reverse Repo Rate"
"Structure of Interest Rate: State Bank of Pakistan Policy Rates","04-Mar-1999","TS_GP_IR_SIRPR_AH.SBPOL0010",". State Bank of Pakistan's Reverse Repo Rate","15.5","Percent","Normal","","10","State Bank of Pakistan's Reverse Repo Rate"
"Structure of Interest Rate: State Bank of Pakistan Policy Rates","01-Jul-1998","TS_GP_IR_SIRPR_AH.SBPOL0010",". State Bank of Pakistan's Reverse Repo Rate","16.5","Percent","Normal","","10","State Bank of Pakistan's Reverse Repo Rate"
"Structure of Interest Rate: State Bank of Pakistan Policy Rates","29-Oct-1997","TS_GP_IR_SIRPR_AH.SBPOL0010",". State Bank of Pakistan's Reverse Repo Rate","18","Percent","Normal","","10","State Bank of Pakistan's Reverse Repo Rate"
"Structure of Interest Rate: State Bank of Pakistan Policy Rates","28-Jul-1997","TS_GP_IR_SIRPR_AH.SBPOL0010",". State Bank of Pakistan's Reverse Repo Rate","18.5","Percent","Normal","","10","State Bank of Pakistan's Reverse Repo Rate"
"Structure of Interest Rate: State Bank of Pakistan Policy Rates","18-Jun-1997","TS_GP_IR_SIRPR_AH.SBPOL0010",". State Bank of Pakistan's Reverse Repo Rate","19","Percent","Normal","","10","State Bank of Pakistan's Reverse Repo Rate"
"Structure of Interest Rate: State Bank of Pakistan Policy Rates","22-Oct-1996","TS_GP_IR_SIRPR_AH.SBPOL0010",". State Bank of Pakistan's Reverse Repo Rate","20","Percent","Normal","","10","State Bank of Pakistan's Reverse Repo Rate"
"Structure of Interest Rate: State Bank of Pakistan Policy Rates","11-Dec-1995","TS_GP_IR_SIRPR_AH.SBPOL0010",". State Bank of Pakistan's Reverse Repo Rate","17","Percent","Normal","","10","State Bank of Pakistan's Reverse Repo Rate"
"Structure of Interest Rate: State Bank of Pakistan Policy Rates","29-Oct-1995","TS_GP_IR_SIRPR_AH.SBPOL0010",". State Bank of Pakistan's Reverse Repo Rate","16.5","Percent","Normal","","10","State Bank of Pakistan's Reverse Repo Rate"
"Structure of Interest Rate: State Bank of Pakistan Policy Rates","06-Feb-1995","TS_GP_IR_SIRPR_AH.SBPOL0010",". State Bank of Pakistan's Reverse Repo Rate","15.5","Percent","Normal","","10","State Bank of Pakistan's Reverse Repo Rate"
"Structure of Interest Rate: State Bank of Pakistan Policy Rates","01-Mar-1994","TS_GP_IR_SIRPR_AH.SBPOL0010",". State Bank of Pakistan's Reverse Repo Rate","15","Percent","Normal","","10","State Bank of Pakistan's Reverse Repo Rate"
"Structure of Interest Rate: State Bank of Pakistan Policy Rates","16-Aug-1993","TS_GP_IR_SIRPR_AH.SBPOL0010",". State Bank of Pakistan's Reverse Repo Rate","17","Percent","Normal","","10","State Bank of Pakistan's Reverse Repo Rate"
"Structure of Interest Rate: State Bank of Pakistan Policy Rates","06-Dec-1992","TS_GP_IR_SIRPR_AH.SBPOL0010",". State Bank of Pakistan's Reverse Repo Rate","15","Percent","Normal","","10","State Bank of Pakistan's Reverse Repo Rate"
"Structure of Interest Rate: State Bank of Pakistan Policy Rates","15-Jan-1992","TS_GP_IR_SIRPR_AH.SBPOL0010",". State Bank of Pakistan's Reverse Repo Rate","14","Percent","Normal","","10","State Bank of Pakistan's Reverse Repo Rate"
"Structure of Interest Rate: State Bank of Pakistan Policy Rates","10-Oct-1991","TS_GP_IR_SIRPR_AH.SBPOL0010",". State Bank of Pakistan's Reverse Repo Rate","13","Percent","Normal","","10","State Bank of Pakistan's Reverse Repo Rate"
"Structure of Interest Rate: State Bank of Pakistan Policy Rates","07-Jun-1977","TS_GP_IR_SIRPR_AH.SBPOL0010",". State Bank of Pakistan's Reverse Repo Rate","10","Percent","Normal","","10","State Bank of Pakistan's Reverse Repo Rate"
"Structure of Interest Rate: State Bank of Pakistan Policy Rates","03-Sep-1974","TS_GP_IR_SIRPR_AH.SBPOL0010",". State Bank of Pakistan's Reverse Repo Rate","9","Percent","Normal","","10","State Bank of Pakistan's Reverse Repo Rate"
"Structure of Interest Rate: State Bank of Pakistan Policy Rates","16-Aug-1973","TS_GP_IR_SIRPR_AH.SBPOL0010",". State Bank of Pakistan's Reverse Repo Rate","8","Percent","Normal","","10","State Bank of Pakistan's Reverse Repo Rate"
"Structure of Interest Rate: State Bank of Pakistan Policy Rates","12-May-1972","TS_GP_IR_SIRPR_AH.SBPOL0010",". State Bank of Pakistan's Reverse Repo Rate","6","Percent","Normal","","10","State Bank of Pakistan's Reverse Repo Rate"
"Structure of Interest Rate: State Bank of Pakistan Policy Rates","15-Jun-1965","TS_GP_IR_SIRPR_AH.SBPOL0010",". State Bank of Pakistan's Reverse Repo Rate","5","Percent","Normal","","10","State Bank of Pakistan's Reverse Repo Rate"
"Structure of Interest Rate: State Bank of Pakistan Policy Rates","15-Jan-1959","TS_GP_IR_SIRPR_AH.SBPOL0010",". State Bank of Pakistan's Reverse Repo Rate","4","Percent","Normal","","10","State Bank of Pakistan's Reverse Repo Rate"
"Structure of Interest Rate: State Bank of Pakistan Policy Rates","01-Jan-1956","TS_GP_IR_SIRPR_AH.SBPOL0010",". State Bank of Pakistan's Reverse Repo Rate","3","Percent","Normal","","10","State Bank of Pakistan's Reverse Repo Rate"
