"Dataset Name","Observation Date","Series Key","Series Display Name","Observation Value","Unit","Observation Status","Observation Status Comment","Sequence No.","Series name"
"Production and Sales of Auto Vehicles","30-Nov-2022","TS_GP_RLS_PSAUTO_M.AS_001006","......6 Sales of Tractors","1240","Number","Normal","","70","Sales of Tractors"
"Production and Sales of Auto Vehicles","30-Nov-2022","TS_GP_RLS_PSAUTO_M.TAP_001000",". Total of Auto production (Cars,jeeps, Trucks buses , LCV (Pick Ups),   tactors  except Motorcycles) Production","20575","Number","Normal","","80","Total auto production excluding motorcyles"
"Production and Sales of Auto Vehicles","30-Nov-2022","TS_GP_RLS_PSAUTO_M.AP_001001","......1 Production of Cars and Jeeps","17712","Number","Normal","","90","Production of Cars and Jeeps"
"Production and Sales of Auto Vehicles","30-Nov-2022","TS_GP_RLS_PSAUTO_M.AP_001002","......2 Production of Motor cycles","109121","Number","Normal","","100","Production of Motor cycles"
"Production and Sales of Auto Vehicles","30-Nov-2022","TS_GP_RLS_PSAUTO_M.AP_001003","......3 Production of Trucks","304","Number","Normal","","110","Production of Trucks"
"Production and Sales of Auto Vehicles","30-Nov-2022","TS_GP_RLS_PSAUTO_M.AP_001004","......4 Production of Buses","61","Number","Normal","","120","Production of Buses"
"Production and Sales of Auto Vehicles","30-Nov-2022","TS_GP_RLS_PSAUTO_M.AP_001005","......5 Production of LCVS (Pick Ups)","495","Number","Normal","","130","Production of LCVS (Pick Ups)"
"Production and Sales of Auto Vehicles","30-Nov-2022","TS_GP_RLS_PSAUTO_M.AP_001006","......6 Production of Tractors","2003","Number","Normal","","140","Production of Tractors"
"Production and Sales of Auto Vehicles","31-Oct-2022","TS_GP_RLS_PSAUTO_M.TAS_001000",". Total of Auto sales (Cars, jeeps, Trucks buses , LCV (Pick Ups), tractors except Motorcycles) Sales","15787","Number","Normal","","10","Total auto sales excluding motorcyles"
"Production and Sales of Auto Vehicles","31-Oct-2022","TS_GP_RLS_PSAUTO_M.AS_001001","......1 Sales of Cars and Jeeps","13122","Number","Normal","","20","Sales of Cars and Jeeps"
"Production and Sales of Auto Vehicles","31-Oct-2022","TS_GP_RLS_PSAUTO_M.AS_001002","......2 Sales of Motor cycles","114420","Number","Normal","","30","Sales of Motor cycles"
"Production and Sales of Auto Vehicles","31-Oct-2022","TS_GP_RLS_PSAUTO_M.AS_001003","......3 Sales of Trucks","274","Number","Normal","","40","Sales of Trucks"
"Production and Sales of Auto Vehicles","31-Oct-2022","TS_GP_RLS_PSAUTO_M.AS_001004","......4 Sales of Buses","69","Number","Normal","","50","Sales of Buses"
"Production and Sales of Auto Vehicles","31-Oct-2022","TS_GP_RLS_PSAUTO_M.AS_001005","......5 Sales of LCVS (Pick Ups)","449","Number","Normal","","60","Sales of LCVS (Pick Ups)"
"Production and Sales of Auto Vehicles","31-Oct-2022","TS_GP_RLS_PSAUTO_M.AS_001006","......6 Sales of Tractors","1890","Number","Normal","","70","Sales of Tractors"
"Production and Sales of Auto Vehicles","31-Oct-2022","TS_GP_RLS_PSAUTO_M.TAP_001000",". Total of Auto production (Cars,jeeps, Trucks buses , LCV (Pick Ups),   tactors  except Motorcycles) Production","16777","Number","Normal","","80","Total auto production excluding motorcyles"
"Production and Sales of Auto Vehicles","31-Oct-2022","TS_GP_RLS_PSAUTO_M.AP_001001","......1 Production of Cars and Jeeps","13119","Number","Normal","","90","Production of Cars and Jeeps"
"Production and Sales of Auto Vehicles","31-Oct-2022","TS_GP_RLS_PSAUTO_M.AP_001002","......2 Production of Motor cycles","116376","Number","Normal","","100","Production of Motor cycles"
"Production and Sales of Auto Vehicles","31-Oct-2022","TS_GP_RLS_PSAUTO_M.AP_001003","......3 Production of Trucks","321","Number","Normal","","110","Production of Trucks"
"Production and Sales of Auto Vehicles","31-Oct-2022","TS_GP_RLS_PSAUTO_M.AP_001004","......4 Production of Buses","88","Number","Normal","","120","Production of Buses"
"Production and Sales of Auto Vehicles","31-Oct-2022","TS_GP_RLS_PSAUTO_M.AP_001005","......5 Production of LCVS (Pick Ups)","213","Number","Normal","","130","Production of LCVS (Pick Ups)"
"Production and Sales of Auto Vehicles","31-Oct-2022","TS_GP_RLS_PSAUTO_M.AP_001006","......6 Production of Tractors","3036","Number","Normal","","140","Production of Tractors"
"Production and Sales of Auto Vehicles","30-Sep-2022","TS_GP_RLS_PSAUTO_M.TAS_001000",". Total of Auto sales (Cars, jeeps, Trucks buses , LCV (Pick Ups), tractors except Motorcycles) Sales","13815","Number","Normal","","10","Total auto sales excluding motorcyles"
"Production and Sales of Auto Vehicles","30-Sep-2022","TS_GP_RLS_PSAUTO_M.AS_001001","......1 Sales of Cars and Jeeps","10839","Number","Normal","","20","Sales of Cars and Jeeps"
"Production and Sales of Auto Vehicles","30-Sep-2022","TS_GP_RLS_PSAUTO_M.AS_001002","......2 Sales of Motor cycles","99581","Number","Normal","","30","Sales of Motor cycles"
"Production and Sales of Auto Vehicles","30-Sep-2022","TS_GP_RLS_PSAUTO_M.AS_001003","......3 Sales of Trucks","273","Number","Normal","","40","Sales of Trucks"
