date,series_name,value
1982-02-28,U.K.,9.5
1982-02-28,USA,5.8
1982-03-31,EU Countries,5.1
1982-03-31,Other Countries,21.599999999999998
1982-03-31,Other GCC Countries,34.5
1982-03-31,Saudi Arabia,123.5
1982-03-31,U.A.E.,24.6
1982-03-31,U.K.,14.7
1982-03-31,USA,6.7
1982-04-30,EU Countries,4.2
1982-04-30,Other Countries,23.299999999999997
1982-04-30,Other GCC Countries,36.4
1982-04-30,Saudi Arabia,100.4
1982-04-30,U.A.E.,21.5
1982-04-30,U.K.,13.6
1982-04-30,USA,5.7
1982-05-31,EU Countries,5.8
1982-05-31,Other Countries,22.900000000000002
1982-05-31,Other GCC Countries,39.5
1982-05-31,Saudi Arabia,99.7
1982-05-31,U.A.E.,24.3
1982-05-31,U.K.,13
1982-05-31,USA,8.3
1982-06-30,EU Countries,5.2
1982-06-30,Other Countries,20.5
1982-06-30,Other GCC Countries,37.6
1982-06-30,Saudi Arabia,91.5
1982-06-30,U.A.E.,24.3
1982-06-30,U.K.,10.5
1982-06-30,USA,7.3
1982-07-31,EU Countries,4.4
1982-07-31,Other Countries,20.2
1982-07-31,Other GCC Countries,27.9
1982-07-31,Saudi Arabia,102.9
1982-07-31,U.A.E.,19.7
1982-07-31,U.K.,9.8
1982-07-31,USA,6.9
1982-08-31,EU Countries,5.9
1982-08-31,Other Countries,20.900000000000002
1982-08-31,Other GCC Countries,41.2
1982-08-31,Saudi Arabia,125
1982-08-31,U.A.E.,25.8
1982-08-31,U.K.,11.9
1982-08-31,USA,8.7
1982-09-30,EU Countries,4
1982-09-30,Other Countries,18.5
1982-09-30,Other GCC Countries,33.4
1982-09-30,Saudi Arabia,99.8
1982-09-30,U.A.E.,20.4
1982-09-30,U.K.,12.1
1982-09-30,USA,8.8
1982-10-31,EU Countries,3.9
1982-10-31,Other Countries,23.6
1982-10-31,Other GCC Countries,44.6
1982-10-31,Saudi Arabia,100.1
1982-10-31,U.A.E.,30.9
1982-10-31,U.K.,18.2
1982-10-31,USA,10.8
1982-11-30,EU Countries,5
1982-11-30,Other Countries,23.1
1982-11-30,Other GCC Countries,41.2
1982-11-30,Saudi Arabia,131
1982-11-30,U.A.E.,26.7
1982-11-30,U.K.,14.8
1982-11-30,USA,10
1982-12-31,EU Countries,6
1982-12-31,Other Countries,24.2
1982-12-31,Other GCC Countries,38.6
1982-12-31,Saudi Arabia,118.5
1982-12-31,U.A.E.,27.9
1982-12-31,U.K.,14.2
1982-12-31,USA,13.8
1983-01-31,EU Countries,6.8
1983-01-31,Other Countries,24.900000000000002
1983-01-31,Other GCC Countries,41.2
1983-01-31,Saudi Arabia,127.9
1983-01-31,U.A.E.,32.6
1983-01-31,U.K.,15
1983-01-31,USA,10.8
1983-02-28,EU Countries,4.2
1983-02-28,Other Countries,19.7
1983-02-28,Other GCC Countries,43.5
1983-02-28,Saudi Arabia,122.7
1983-02-28,U.A.E.,28.5
1983-02-28,U.K.,12.7
1983-02-28,USA,14.9
1983-03-31,EU Countries,5
1983-03-31,Other Countries,22.599999999999998
1983-03-31,Other GCC Countries,55.6
1983-03-31,Saudi Arabia,146.2
1983-03-31,U.A.E.,36.2
1983-03-31,U.K.,14
1983-03-31,USA,16.7
1983-04-30,EU Countries,4.5
1983-04-30,Other Countries,19.599999999999998
1983-04-30,Other GCC Countries,40.5
1983-04-30,Saudi Arabia,138.2
1983-04-30,U.A.E.,31.6
1983-04-30,U.K.,10.3
1983-04-30,USA,11.7
1983-05-31,EU Countries,4.7
1983-05-31,Other Countries,16.9
1983-05-31,Other GCC Countries,44.4
1983-05-31,Saudi Arabia,116.4
1983-05-31,U.A.E.,33.8
1983-05-31,U.K.,16.5
1983-05-31,USA,9.9
1983-06-30,EU Countries,3.9
1983-06-30,Other Countries,17
1983-06-30,Other GCC Countries,41.9
1983-06-30,Saudi Arabia,113.4
1983-06-30,U.A.E.,30.7
1983-06-30,U.K.,12.4
1983-06-30,USA,10.6
1983-07-31,EU Countries,4.2
1983-07-31,Other Countries,16.2
1983-07-31,Other GCC Countries,41.5
1983-07-31,Saudi Arabia,127.8
1983-07-31,U.A.E.,25.9
1983-07-31,U.K.,11.6
1983-07-31,USA,8.9
1983-08-31,EU Countries,4.3
1983-08-31,Other Countries,18.3
1983-08-31,Other GCC Countries,47.8
1983-08-31,Saudi Arabia,141.7
1983-08-31,U.A.E.,27.2
1983-08-31,U.K.,12.8
1983-08-31,USA,8.2
1983-09-30,EU Countries,3.3
1983-09-30,Other Countries,12.8
1983-09-30,Other GCC Countries,38
1983-09-30,Saudi Arabia,101
1983-09-30,U.A.E.,26.7
1983-09-30,U.K.,11.3
1983-09-30,USA,8.5
1983-10-31,EU Countries,3.8
1983-10-31,Other Countries,15.2
1983-10-31,Other GCC Countries,49.9
1983-10-31,Saudi Arabia,123.2
1983-10-31,U.A.E.,25.3
1983-10-31,U.K.,12.7
1983-10-31,USA,7.7
1983-11-30,EU Countries,4
1983-11-30,Other Countries,14.5
1983-11-30,Other GCC Countries,47.5
1983-11-30,Saudi Arabia,126.2
1983-11-30,U.A.E.,25.7
1983-11-30,U.K.,11.4
1983-11-30,USA,10.1
1983-12-31,EU Countries,3.4
1983-12-31,Other Countries,13.100000000000001
1983-12-31,Other GCC Countries,38.8
1983-12-31,Saudi Arabia,119.2
1983-12-31,U.A.E.,23.6
1983-12-31,U.K.,11.2
1983-12-31,USA,9.7
1984-01-31,EU Countries,4.1
1984-01-31,Other Countries,16.3
1984-01-31,Other GCC Countries,51.8
1984-01-31,Saudi Arabia,133.2
1984-01-31,U.A.E.,25.3
1984-01-31,U.K.,12.6
1984-01-31,USA,9.2
1984-02-29,EU Countries,3
1984-02-29,Other Countries,13.9
1984-02-29,Other GCC Countries,45.2
1984-02-29,Saudi Arabia,138.6
1984-02-29,U.A.E.,25.2
1984-02-29,U.K.,13.5
1984-02-29,USA,8.3
1984-03-31,EU Countries,3.7
1984-03-31,Other Countries,12.4
1984-03-31,Other GCC Countries,45.6
1984-03-31,Saudi Arabia,114
1984-03-31,U.A.E.,25.1
1984-03-31,U.K.,12.5
1984-03-31,USA,11.5
1984-04-30,EU Countries,3.6
1984-04-30,Other Countries,11.6
1984-04-30,Other GCC Countries,42.2
1984-04-30,Saudi Arabia,111.7
1984-04-30,U.A.E.,22.2
1984-04-30,U.K.,12
1984-04-30,USA,8
1984-05-31,EU Countries,3.4
1984-05-31,Other Countries,11.8
1984-05-31,Other GCC Countries,40.2
1984-05-31,Saudi Arabia,102.6
1984-05-31,U.A.E.,27.7
1984-05-31,U.K.,10.2
1984-05-31,USA,8.1
1984-06-30,EU Countries,3.2
1984-06-30,Other Countries,11.700000000000001
1984-06-30,Other GCC Countries,39.5
1984-06-30,Saudi Arabia,102
1984-06-30,U.A.E.,29.1
1984-06-30,U.K.,10.1
1984-06-30,USA,7.8
1984-07-31,EU Countries,4.5
1984-07-31,Other Countries,14
1984-07-31,Other GCC Countries,44.4
1984-07-31,Saudi Arabia,117.8
1984-07-31,U.A.E.,25.8
1984-07-31,U.K.,8.4
1984-07-31,USA,8.1
1984-08-31,EU Countries,4
1984-08-31,Other Countries,13.299999999999999
1984-08-31,Other GCC Countries,37
1984-08-31,Saudi Arabia,99.6
1984-08-31,U.A.E.,20.8
1984-08-31,U.K.,8.7
1984-08-31,USA,8.8
1984-09-30,EU Countries,2.9
1984-09-30,Other Countries,11
1984-09-30,Other GCC Countries,41.9
1984-09-30,Saudi Arabia,93.2
1984-09-30,U.A.E.,23.4
1984-09-30,U.K.,9.5
1984-09-30,USA,7.8
1984-10-31,EU Countries,3.2
1984-10-31,Other Countries,12.299999999999999
1984-10-31,Other GCC Countries,37.4
1984-10-31,Saudi Arabia,108.1
1984-10-31,U.A.E.,28.7
1984-10-31,U.K.,6
1984-10-31,USA,9
1984-11-30,EU Countries,3.5
1984-11-30,Other Countries,14.3
1984-11-30,Other GCC Countries,39
1984-11-30,Saudi Arabia,105.9
1984-11-30,U.A.E.,24.9
1984-11-30,U.K.,15.9
1984-11-30,USA,8.6
1984-12-31,EU Countries,4
1984-12-31,Other Countries,10.6
1984-12-31,Other GCC Countries,39
1984-12-31,Saudi Arabia,102.6
1984-12-31,U.A.E.,24.3
1984-12-31,U.K.,12.5
1984-12-31,USA,9.5
1985-01-31,EU Countries,4.3
1985-01-31,Other Countries,11.700000000000001
1985-01-31,Other GCC Countries,46.8
1985-01-31,Saudi Arabia,108.5
1985-01-31,U.A.E.,28.6
1985-01-31,U.K.,12.3
1985-01-31,USA,7.8
1985-02-28,EU Countries,3.4
1985-02-28,Other Countries,8.9
1985-02-28,Other GCC Countries,37.2
1985-02-28,Saudi Arabia,106.9
1985-02-28,U.A.E.,24.6
1985-02-28,U.K.,8.5
1985-02-28,USA,7.5
1985-03-31,EU Countries,3.6
1985-03-31,Other Countries,9.1
1985-03-31,Other GCC Countries,44.4
1985-03-31,Saudi Arabia,115.4
1985-03-31,U.A.E.,24.5
1985-03-31,U.K.,12.6
1985-03-31,USA,7.7
1985-04-30,EU Countries,3.4
1985-04-30,Other Countries,11
1985-04-30,Other GCC Countries,43.2
1985-04-30,Saudi Arabia,100.1
1985-04-30,U.A.E.,24.2
1985-04-30,U.K.,13.1
1985-04-30,USA,9.3
1985-05-31,EU Countries,3.5
1985-05-31,Other Countries,7.6
1985-05-31,Other GCC Countries,33.9
1985-05-31,Saudi Arabia,86.2
1985-05-31,U.A.E.,23.4
1985-05-31,U.K.,16.3
1985-05-31,USA,10
1985-06-30,EU Countries,3.3
1985-06-30,Other Countries,8.7
1985-06-30,Other GCC Countries,37.8
1985-06-30,Saudi Arabia,101
1985-06-30,U.A.E.,29
1985-06-30,U.K.,12.1
1985-06-30,USA,11.1
1985-07-31,EU Countries,3.3
1985-07-31,Other Countries,12.899999999999999
1985-07-31,Other GCC Countries,47.8
1985-07-31,Saudi Arabia,105.6
1985-07-31,U.A.E.,31.5
1985-07-31,U.K.,22.3
1985-07-31,USA,13.3
1985-08-31,EU Countries,2.3
1985-08-31,Other Countries,11.5
1985-08-31,Other GCC Countries,39.2
1985-08-31,Saudi Arabia,87.7
1985-08-31,U.A.E.,28.6
1985-08-31,U.K.,14.7
1985-08-31,USA,10.6
1985-09-30,EU Countries,2.7
1985-09-30,Other Countries,10.4
1985-09-30,Other GCC Countries,50.1
1985-09-30,Saudi Arabia,94.7
1985-09-30,U.A.E.,27.3
1985-09-30,U.K.,20.3
1985-09-30,USA,14.2
1985-10-31,EU Countries,3.7
1985-10-31,Other Countries,10.6
1985-10-31,Other GCC Countries,49.3
1985-10-31,Saudi Arabia,114.6
1985-10-31,U.A.E.,21.9
1985-10-31,U.K.,18.6
1985-10-31,USA,18.3
1985-11-30,EU Countries,3
1985-11-30,Other Countries,9.4
1985-11-30,Other GCC Countries,35.9
1985-11-30,Saudi Arabia,82.6
1985-11-30,U.A.E.,22.8
1985-11-30,U.K.,17.5
1985-11-30,USA,17
1985-12-31,EU Countries,2.8
1985-12-31,Other Countries,10.9
1985-12-31,Other GCC Countries,45.2
1985-12-31,Saudi Arabia,97.6
1985-12-31,U.A.E.,24.6
1985-12-31,U.K.,19
1985-12-31,USA,16
1986-01-31,EU Countries,2.8
1986-01-31,Other Countries,11.7
1986-01-31,Other GCC Countries,52.6
1986-01-31,Saudi Arabia,109.5
1986-01-31,U.A.E.,28.8
1986-01-31,U.K.,17.7
1986-01-31,USA,19
1986-02-28,EU Countries,2.7
1986-02-28,Other Countries,10.4
1986-02-28,Other GCC Countries,48.8
1986-02-28,Saudi Arabia,107
1986-02-28,U.A.E.,28.5
1986-02-28,U.K.,14.3
1986-02-28,USA,15.4
1986-03-31,EU Countries,3.4
1986-03-31,Other Countries,10.399999999999999
1986-03-31,Other GCC Countries,49.5
1986-03-31,Saudi Arabia,104.3
1986-03-31,U.A.E.,29
1986-03-31,U.K.,21
1986-03-31,USA,19.6
1986-04-30,EU Countries,2.5
1986-04-30,Other Countries,10.1
1986-04-30,Other GCC Countries,39
1986-04-30,Saudi Arabia,90.9
1986-04-30,U.A.E.,25.4
1986-04-30,U.K.,16.7
1986-04-30,USA,21.1
1986-05-31,EU Countries,2.9
1986-05-31,Other Countries,10.399999999999999
1986-05-31,Other GCC Countries,41.7
1986-05-31,Saudi Arabia,80.1
1986-05-31,U.A.E.,22.1
1986-05-31,U.K.,22.1
1986-05-31,USA,15
1986-06-30,EU Countries,3.1
1986-06-30,Other Countries,12.7
1986-06-30,Other GCC Countries,37.6
1986-06-30,Saudi Arabia,88.2
1986-06-30,U.A.E.,20.9
1986-06-30,U.K.,19.3
1986-06-30,USA,15.1
1986-07-31,EU Countries,3
1986-07-31,Other Countries,15.399999999999999
1986-07-31,Other GCC Countries,44.7
1986-07-31,Saudi Arabia,86.7
1986-07-31,U.A.E.,29.6
1986-07-31,U.K.,12.1
1986-07-31,USA,14.1
1986-08-31,EU Countries,2.6
1986-08-31,Other Countries,14.5
1986-08-31,Other GCC Countries,37.5
1986-08-31,Saudi Arabia,66
1986-08-31,U.A.E.,21.6
1986-08-31,U.K.,14.1
1986-08-31,USA,13.5
1986-09-30,EU Countries,2.9
1986-09-30,Other Countries,14.6
1986-09-30,Other GCC Countries,38.5
1986-09-30,Saudi Arabia,77.1
1986-09-30,U.A.E.,23.8
1986-09-30,U.K.,15.3
1986-09-30,USA,16.9
1986-10-31,EU Countries,2.9
1986-10-31,Other Countries,17.7
1986-10-31,Other GCC Countries,38.9
1986-10-31,Saudi Arabia,95.5
1986-10-31,U.A.E.,25.1
1986-10-31,U.K.,12.3
1986-10-31,USA,19.4
1986-11-30,EU Countries,2.6
1986-11-30,Other Countries,14.5
1986-11-30,Other GCC Countries,36.6
1986-11-30,Saudi Arabia,75.6
1986-11-30,U.A.E.,22.5
1986-11-30,U.K.,14.3
1986-11-30,USA,14.4
1986-12-31,EU Countries,2.7
1986-12-31,Other Countries,16.5
1986-12-31,Other GCC Countries,31.1
1986-12-31,Saudi Arabia,72.4
1986-12-31,U.A.E.,21.9
1986-12-31,U.K.,14.1
1986-12-31,USA,16
1987-01-31,EU Countries,3.4
1987-01-31,Other Countries,20.2
1987-01-31,Other GCC Countries,38.9
1987-01-31,Saudi Arabia,80.8
1987-01-31,U.A.E.,22.2
1987-01-31,U.K.,20.2
1987-01-31,USA,22.2
1987-02-28,EU Countries,3.1
1987-02-28,Other Countries,13.6
1987-02-28,Other GCC Countries,36.8
1987-02-28,Saudi Arabia,76.7
1987-02-28,U.A.E.,23.5
1987-02-28,U.K.,23.1
1987-02-28,USA,14.5
1987-03-31,EU Countries,3.3
1987-03-31,Other Countries,13.299999999999999
1987-03-31,Other GCC Countries,42.7
1987-03-31,Saudi Arabia,91.7
1987-03-31,U.A.E.,27.2
1987-03-31,U.K.,25
1987-03-31,USA,17
1987-04-30,EU Countries,2.7
1987-04-30,Other Countries,12.1
1987-04-30,Other GCC Countries,34.4
1987-04-30,Saudi Arabia,72.3
1987-04-30,U.A.E.,20.7
1987-04-30,U.K.,20.3
1987-04-30,USA,13.5
1987-05-31,EU Countries,2.8
1987-05-31,Other Countries,10.6
1987-05-31,Other GCC Countries,28.5
1987-05-31,Saudi Arabia,66.6
1987-05-31,U.A.E.,16.9
1987-05-31,U.K.,18.1
1987-05-31,USA,14.4
1987-06-30,EU Countries,2.8
1987-06-30,Other Countries,14.1
1987-06-30,Other GCC Countries,38.1
1987-06-30,Saudi Arabia,84
1987-06-30,U.A.E.,23.2
1987-06-30,U.K.,16.2
1987-06-30,USA,16.1
1987-07-31,EU Countries,2.4
1987-07-31,Other Countries,13.700000000000001
1987-07-31,Other GCC Countries,29.1
1987-07-31,Saudi Arabia,68.8
1987-07-31,U.A.E.,17.7
1987-07-31,U.K.,14.7
1987-07-31,USA,14
1987-08-31,EU Countries,3.1
1987-08-31,Other Countries,12.100000000000001
1987-08-31,Other GCC Countries,31.8
1987-08-31,Saudi Arabia,61.6
1987-08-31,U.A.E.,19.4
1987-08-31,U.K.,12.5
1987-08-31,USA,14.9
1987-09-30,EU Countries,3
1987-09-30,Other Countries,12.5
1987-09-30,Other GCC Countries,31.2
1987-09-30,Saudi Arabia,69.5
1987-09-30,U.A.E.,16.4
1987-09-30,U.K.,15.2
1987-09-30,USA,15.4
1987-10-31,EU Countries,2.7
1987-10-31,Other Countries,13.6
1987-10-31,Other GCC Countries,33.8
1987-10-31,Saudi Arabia,73.4
1987-10-31,U.A.E.,19.3
1987-10-31,U.K.,15.1
1987-10-31,USA,17
1987-11-30,EU Countries,3.6
1987-11-30,Other Countries,14.9
1987-11-30,Other GCC Countries,32.6
1987-11-30,Saudi Arabia,69.4
1987-11-30,U.A.E.,19.1
1987-11-30,U.K.,25.3
1987-11-30,USA,16.1
1987-12-31,EU Countries,3.7
1987-12-31,Other Countries,16.5
1987-12-31,Other GCC Countries,33.3
1987-12-31,Saudi Arabia,75.8
1987-12-31,U.A.E.,17.8
1987-12-31,U.K.,23.8
1987-12-31,USA,13.1
1988-01-31,EU Countries,3.3
1988-01-31,Other Countries,18.5
1988-01-31,Other GCC Countries,33.4
1988-01-31,Saudi Arabia,76.1
1988-01-31,U.A.E.,19.9
1988-01-31,U.K.,24.7
1988-01-31,USA,14.5
1988-02-29,EU Countries,2.9
1988-02-29,Other Countries,16.400000000000002
1988-02-29,Other GCC Countries,32.8
1988-02-29,Saudi Arabia,75.4
1988-02-29,U.A.E.,21.4
1988-02-29,U.K.,16.9
1988-02-29,USA,14.4
1988-03-31,EU Countries,2.9
1988-03-31,Other Countries,15.3
1988-03-31,Other GCC Countries,29.9
1988-03-31,Saudi Arabia,72.7
1988-03-31,U.A.E.,17
1988-03-31,U.K.,21.3
1988-03-31,USA,14.9
1988-04-30,EU Countries,2.9
1988-04-30,Other Countries,12
1988-04-30,Other GCC Countries,24.5
1988-04-30,Saudi Arabia,54.5
1988-04-30,U.A.E.,15.7
1988-04-30,U.K.,17.3
1988-04-30,USA,15.2
1988-05-31,EU Countries,2.5
1988-05-31,Other Countries,12.799999999999999
1988-05-31,Other GCC Countries,25.9
1988-05-31,Saudi Arabia,62.3
1988-05-31,U.A.E.,16.6
1988-05-31,U.K.,16.4
1988-05-31,USA,14.4
1988-06-30,EU Countries,2.7
1988-06-30,Other Countries,15.200000000000001
1988-06-30,Other GCC Countries,33.5
1988-06-30,Saudi Arabia,62.1
1988-06-30,U.A.E.,16.2
1988-06-30,U.K.,12.7
1988-06-30,USA,13.5
1988-07-31,EU Countries,2.3
1988-07-31,Other Countries,11.8
1988-07-31,Other GCC Countries,19.5
1988-07-31,Saudi Arabia,47.7
1988-07-31,U.A.E.,12
1988-07-31,U.K.,9.6
1988-07-31,USA,10.7
1988-08-31,EU Countries,2.5
1988-08-31,Other Countries,12.5
1988-08-31,Other GCC Countries,22.9
1988-08-31,Saudi Arabia,42.2
1988-08-31,U.A.E.,12.1
1988-08-31,U.K.,12.7
1988-08-31,USA,10.5
1988-09-30,EU Countries,2.1
1988-09-30,Other Countries,10.5
1988-09-30,Other GCC Countries,19.1
1988-09-30,Saudi Arabia,53.4
1988-09-30,U.A.E.,12.3
1988-09-30,U.K.,8.8
1988-09-30,USA,11.7
1988-10-31,EU Countries,2.6
1988-10-31,Other Countries,11.9
1988-10-31,Other GCC Countries,25.2
1988-10-31,Saudi Arabia,51.3
1988-10-31,U.A.E.,13.3
1988-10-31,U.K.,17
1988-10-31,USA,12.8
1988-11-30,EU Countries,2.9
1988-11-30,Other Countries,13.4
1988-11-30,Other GCC Countries,24.1
1988-11-30,Saudi Arabia,51.8
1988-11-30,U.A.E.,13.4
1988-11-30,U.K.,19.2
1988-11-30,USA,11.7
1988-12-31,EU Countries,2.7
1988-12-31,Other Countries,17.2
1988-12-31,Other GCC Countries,26.4
1988-12-31,Saudi Arabia,60.8
1988-12-31,U.A.E.,12.5
1988-12-31,U.K.,17.1
1988-12-31,USA,12.8
1989-01-31,EU Countries,2.5
1989-01-31,Other Countries,16.7
1989-01-31,Other GCC Countries,31.5
1989-01-31,Saudi Arabia,81.5
1989-01-31,U.A.E.,19.1
1989-01-31,U.K.,19.5
1989-01-31,USA,21
1989-02-28,EU Countries,2.1
1989-02-28,Other Countries,14.9
1989-02-28,Other GCC Countries,29.4
1989-02-28,Saudi Arabia,67.4
1989-02-28,U.A.E.,14.5
1989-02-28,U.K.,16
1989-02-28,USA,16.3
1989-03-31,EU Countries,2.4
1989-03-31,Other Countries,15.5
1989-03-31,Other GCC Countries,24.8
1989-03-31,Saudi Arabia,62.8
1989-03-31,U.A.E.,10.7
1989-03-31,U.K.,13.5
1989-03-31,USA,19.1
1989-04-30,EU Countries,1.5
1989-04-30,Other Countries,18.900000000000002
1989-04-30,Other GCC Countries,19.3
1989-04-30,Saudi Arabia,56.1
1989-04-30,U.A.E.,13.3
1989-04-30,U.K.,13.5
1989-04-30,USA,16.8
1989-05-31,EU Countries,1.9
1989-05-31,Other Countries,12.9
1989-05-31,Other GCC Countries,20.1
1989-05-31,Saudi Arabia,57.6
1989-05-31,U.A.E.,14.6
1989-05-31,U.K.,12.9
1989-05-31,USA,14.8
1989-06-30,EU Countries,2.4
1989-06-30,Other Countries,15.2
1989-06-30,Other GCC Countries,23.2
1989-06-30,Saudi Arabia,59.1
1989-06-30,U.A.E.,13.4
1989-06-30,U.K.,11.2
1989-06-30,USA,16.6
1989-07-31,EU Countries,2.6
1989-07-31,Other Countries,15.600000000000001
1989-07-31,Other GCC Countries,24
1989-07-31,Saudi Arabia,56.8
1989-07-31,U.A.E.,12.7
1989-07-31,U.K.,12.7
1989-07-31,USA,17.5
1989-08-31,EU Countries,3.1
1989-08-31,Other Countries,17.599999999999998
1989-08-31,Other GCC Countries,24.8
1989-08-31,Saudi Arabia,54.6
1989-08-31,U.A.E.,12.5
1989-08-31,U.K.,15.6
1989-08-31,USA,18.4
1989-09-30,EU Countries,2.6
1989-09-30,Other Countries,14.7
1989-09-30,Other GCC Countries,18.8
1989-09-30,Saudi Arabia,46.8
1989-09-30,U.A.E.,10.2
1989-09-30,U.K.,12.3
1989-09-30,USA,15.6
1989-10-31,EU Countries,2.9
1989-10-31,Other Countries,16.900000000000002
1989-10-31,Other GCC Countries,22.6
1989-10-31,Saudi Arabia,54.7
1989-10-31,U.A.E.,12.5
1989-10-31,U.K.,13.9
1989-10-31,USA,18.4
1989-11-30,EU Countries,2.6
1989-11-30,Other Countries,16
1989-11-30,Other GCC Countries,25.4
1989-11-30,Saudi Arabia,54.5
1989-11-30,U.A.E.,11.1
1989-11-30,U.K.,13
1989-11-30,USA,17.9
1989-12-31,EU Countries,3.4
1989-12-31,Other Countries,14.8
1989-12-31,Other GCC Countries,24.4
1989-12-31,Saudi Arabia,51.2
1989-12-31,U.A.E.,11.9
1989-12-31,U.K.,14.6
1989-12-31,USA,19
1990-01-31,EU Countries,1.8
1990-01-31,Other Countries,22.5
1990-01-31,Other GCC Countries,24.6
1990-01-31,Saudi Arabia,50.9
1990-01-31,U.A.E.,15.1
1990-01-31,U.K.,23.5
1990-01-31,USA,20.8
1990-02-28,EU Countries,2.4
1990-02-28,Other Countries,16.3
1990-02-28,Other GCC Countries,22.2
1990-02-28,Saudi Arabia,61.2
1990-02-28,U.A.E.,13.9
1990-02-28,U.K.,16.1
1990-02-28,USA,17.7
1990-03-31,EU Countries,2.7
1990-03-31,Other Countries,15.8
1990-03-31,Other GCC Countries,22.7
1990-03-31,Saudi Arabia,54.8
1990-03-31,U.A.E.,13.7
1990-03-31,U.K.,18
1990-03-31,USA,18.7
1990-04-30,EU Countries,2.1
1990-04-30,Other Countries,14.4
1990-04-30,Other GCC Countries,17.8
1990-04-30,Saudi Arabia,43.6
1990-04-30,U.A.E.,9.5
1990-04-30,U.K.,11.6
1990-04-30,USA,13.7
1990-05-31,EU Countries,2.8
1990-05-31,Other Countries,19.9
1990-05-31,Other GCC Countries,23.3
1990-05-31,Saudi Arabia,49.6
1990-05-31,U.A.E.,10.3
1990-05-31,U.K.,13.6
1990-05-31,USA,13.9
1990-06-30,EU Countries,2.6
1990-06-30,Other Countries,22.3
1990-06-30,Other GCC Countries,22.1
1990-06-30,Saudi Arabia,47.8
1990-06-30,U.A.E.,9.6
1990-06-30,U.K.,13.4
1990-06-30,USA,17.6
1990-07-31,EU Countries,3.3
1990-07-31,Other Countries,17.6
1990-07-31,Other GCC Countries,19.7
1990-07-31,Saudi Arabia,49.3
1990-07-31,U.A.E.,9.9
1990-07-31,U.K.,14.7
1990-07-31,USA,20.6
1990-08-31,EU Countries,2.4
1990-08-31,Other Countries,16.8
1990-08-31,Other GCC Countries,20.1
1990-08-31,Saudi Arabia,65.1
1990-08-31,U.A.E.,20.5
1990-08-31,U.K.,16.7
1990-08-31,USA,16.4
1990-09-30,EU Countries,2.8
1990-09-30,Other Countries,23.5
1990-09-30,Other GCC Countries,20.3
1990-09-30,Saudi Arabia,90.6
1990-09-30,U.A.E.,24.1
1990-09-30,U.K.,16.7
1990-09-30,USA,16.9
1990-10-31,EU Countries,2.6
1990-10-31,Other Countries,20.7
1990-10-31,Other GCC Countries,11.2
1990-10-31,Saudi Arabia,50.3
1990-10-31,U.A.E.,14.2
1990-10-31,U.K.,17
1990-10-31,USA,16.6
1990-11-30,EU Countries,3.5
1990-11-30,Other Countries,16
1990-11-30,Other GCC Countries,7.5
1990-11-30,Saudi Arabia,68.2
1990-11-30,U.A.E.,13.8
1990-11-30,U.K.,13.3
1990-11-30,USA,16.2
1990-12-31,EU Countries,3.1
1990-12-31,Other Countries,17
1990-12-31,Other GCC Countries,15.4
1990-12-31,Saudi Arabia,52.3
1990-12-31,U.A.E.,13
1990-12-31,U.K.,14.9
1990-12-31,USA,19.5
1991-01-31,EU Countries,2.6
1991-01-31,Other Countries,19.5
1991-01-31,Other GCC Countries,16.9
1991-01-31,Saudi Arabia,71.4
1991-01-31,U.A.E.,22.8
1991-01-31,U.K.,17.4
1991-01-31,USA,17.6
1991-02-28,EU Countries,2.5
1991-02-28,Other Countries,17.8
1991-02-28,Other GCC Countries,10.6
1991-02-28,Saudi Arabia,31.9
1991-02-28,U.A.E.,14
1991-02-28,U.K.,17.7
1991-02-28,USA,11
1991-03-31,EU Countries,2.8
1991-03-31,Other Countries,15.9
1991-03-31,Other GCC Countries,6.7
1991-03-31,Saudi Arabia,42.3
1991-03-31,U.A.E.,10.9
1991-03-31,U.K.,13.5
1991-03-31,USA,12.5
1991-04-30,EU Countries,2.3
1991-04-30,Other Countries,18.900000000000002
1991-04-30,Other GCC Countries,5.8
1991-04-30,Saudi Arabia,58.1
1991-04-30,U.A.E.,9
1991-04-30,U.K.,13.9
1991-04-30,USA,14.9
1991-05-31,EU Countries,2.2
1991-05-31,Other Countries,17.3
1991-05-31,Other GCC Countries,8.2
1991-05-31,Saudi Arabia,51.5
1991-05-31,U.A.E.,9
1991-05-31,U.K.,11.6
1991-05-31,USA,14.8
1991-06-30,EU Countries,2.6
1991-06-30,Other Countries,17.3
1991-06-30,Other GCC Countries,9.3
1991-06-30,Saudi Arabia,50.9
1991-06-30,U.A.E.,10.8
1991-06-30,U.K.,12.8
1991-06-30,USA,13.3
1991-07-31,EU Countries,2.5
1991-07-31,Other Countries,14
1991-07-31,Other GCC Countries,10.8
1991-07-31,Saudi Arabia,39.7
1991-07-31,U.A.E.,9.3
1991-07-31,U.K.,11.4
1991-07-31,USA,18
1991-08-31,EU Countries,2.2
1991-08-31,Other Countries,14.799999999999999
1991-08-31,Other GCC Countries,10.4
1991-08-31,Saudi Arabia,42.3
1991-08-31,U.A.E.,7
1991-08-31,U.K.,11.5
1991-08-31,USA,12.8
1991-09-30,EU Countries,2.8
1991-09-30,Other Countries,13.1
1991-09-30,Other GCC Countries,9.4
1991-09-30,Saudi Arabia,42.1
