series_name,date,trade_type,value,series_name2
Products of Chemical or Allied Industries,2022-03-31,exports,55879.704,Products of Chemical or Allied Industries
Plastics and articles thereof; Rubber and articles thereof,2022-03-31,exports,54264.535,Plastics and articles thereof; Rubber and articles thereof
"Raw Hide and Skins, Leather, Fur skins and articles thereof",2022-03-31,exports,88982.196,"Raw Hide and Skins, Leather, Fur skins and articles thereof"
Wood and articles of Wood,2022-03-31,exports,2139.78,Other
Pulp of Wood or of other Fibrous Cellulosic Material,2022-03-31,exports,9818.618,Other
Textiles and Textile articles,2022-03-31,exports,1720093.622,Textiles and Textile articles
"Footwear, Headgear, Umbrellas, Walking Sticks etc..",2022-03-31,exports,15540.223,Other
"articles of Stone, Plaster, Cement, Asbestos, Mica or similar Materials",2022-03-31,exports,7095.527,Other
"Natural or Cultured Pearls, Precious or Semi Precious Stones, Metals",2022-03-31,exports,2728.168,Other
Base Metals and articles or Base Metal,2022-03-31,exports,141993.64,Base Metals and articles or Base Metal
Machinery and Mechanical Appliances,2022-03-31,exports,19447.938,Other
"Vehicles, Aircraft, Vessels and Associated Transport Equipment",2022-03-31,exports,8624.624,Other
"Optical, Photographic, Cinematographer, Measuring, Checking, Precision Apparatus",2022-03-31,exports,43864.372,Other
"Arms and Ammunition, Parts and Acces.sories thereof",2022-03-31,exports,814.898,Other
Miscellaneous Manufactured articles,2022-03-31,exports,58400.854,Miscellaneous Manufactured articles
"Works of Arts, Collectors, Pieces, Antiques and Special Transactions NES",2022-03-31,exports,86.261,Other
Live Animals and Animals Products,2022-02-28,exports,63201.223,Live Animals and Animals Products
Vegetable Products,2022-02-28,exports,358339.123,Vegetable Products
"Animal or Vegetable Fats, Oils and Waxes",2022-02-28,exports,3935.359,Other
"Prepared Foodstuffs; Beverages, Spirits, Vinegar and Tobacco",2022-02-28,exports,76665.254,"Prepared Foodstuffs; Beverages, Spirits, Vinegar and Tobacco"
Mineral Products,2022-02-28,exports,145285.781,Mineral Products
Products of Chemical or Allied Industries,2022-02-28,exports,40852.527,Products of Chemical or Allied Industries
Plastics and articles thereof; Rubber and articles thereof,2022-02-28,exports,43075.177,Plastics and articles thereof; Rubber and articles thereof
"Raw Hide and Skins, Leather, Fur skins and articles thereof",2022-02-28,exports,71825.929,"Raw Hide and Skins, Leather, Fur skins and articles thereof"
Wood and articles of Wood,2022-02-28,exports,709.878,Other
Pulp of Wood or of other Fibrous Cellulosic Material,2022-02-28,exports,8216.495,Other
Textiles and Textile articles,2022-02-28,exports,1487092.509,Textiles and Textile articles
"Footwear, Headgear, Umbrellas, Walking Sticks etc..",2022-02-28,exports,12258.689,Other
"articles of Stone, Plaster, Cement, Asbestos, Mica or similar Materials",2022-02-28,exports,6531.547,Other
"Natural or Cultured Pearls, Precious or Semi Precious Stones, Metals",2022-02-28,exports,1175.11,Other
Base Metals and articles or Base Metal,2022-02-28,exports,132270.477,Base Metals and articles or Base Metal
Machinery and Mechanical Appliances,2022-02-28,exports,14216.204,Other
"Vehicles, Aircraft, Vessels and Associated Transport Equipment",2022-02-28,exports,5356.409,Other
"Optical, Photographic, Cinematographer, Measuring, Checking, Precision Apparatus",2022-02-28,exports,39583.2,Other
"Arms and Ammunition, Parts and Acces.sories thereof",2022-02-28,exports,509.161,Other
Miscellaneous Manufactured articles,2022-02-28,exports,51796.532,Miscellaneous Manufactured articles
"Works of Arts, Collectors, Pieces, Antiques and Special Transactions NES",2022-02-28,exports,377.167,Other
Live Animals and Animals Products,2022-01-31,exports,67067.601,Live Animals and Animals Products
Vegetable Products,2022-01-31,exports,329974.424,Vegetable Products
"Animal or Vegetable Fats, Oils and Waxes",2022-01-31,exports,2307.1,Other
"Prepared Foodstuffs; Beverages, Spirits, Vinegar and Tobacco",2022-01-31,exports,89334.928,"Prepared Foodstuffs; Beverages, Spirits, Vinegar and Tobacco"
Mineral Products,2022-01-31,exports,119889.361,Mineral Products
Products of Chemical or Allied Industries,2022-01-31,exports,36347.056,Products of Chemical or Allied Industries
Plastics and articles thereof; Rubber and articles thereof,2022-01-31,exports,42557.943,Plastics and articles thereof; Rubber and articles thereof
"Raw Hide and Skins, Leather, Fur skins and articles thereof",2022-01-31,exports,68787.935,"Raw Hide and Skins, Leather, Fur skins and articles thereof"
Wood and articles of Wood,2022-01-31,exports,308.853,Other
Pulp of Wood or of other Fibrous Cellulosic Material,2022-01-31,exports,3907.966,Other
Textiles and Textile articles,2022-01-31,exports,1451137.352,Textiles and Textile articles
"Footwear, Headgear, Umbrellas, Walking Sticks etc..",2022-01-31,exports,10341.611,Other
"articles of Stone, Plaster, Cement, Asbestos, Mica or similar Materials",2022-01-31,exports,6541.171,Other
"Natural or Cultured Pearls, Precious or Semi Precious Stones, Metals",2022-01-31,exports,2168.448,Other
Base Metals and articles or Base Metal,2022-01-31,exports,124237.622,Base Metals and articles or Base Metal
Machinery and Mechanical Appliances,2022-01-31,exports,14731.749,Other
"Vehicles, Aircraft, Vessels and Associated Transport Equipment",2022-01-31,exports,12405.747,Other
"Optical, Photographic, Cinematographer, Measuring, Checking, Precision Apparatus",2022-01-31,exports,38229.382,Other
"Arms and Ammunition, Parts and Acces.sories thereof",2022-01-31,exports,86.793,Other
Miscellaneous Manufactured articles,2022-01-31,exports,53370.845,Miscellaneous Manufactured articles
"Works of Arts, Collectors, Pieces, Antiques and Special Transactions NES",2022-01-31,exports,97.914,Other
Live Animals and Animals Products,2021-12-31,exports,86222.583,Live Animals and Animals Products
Vegetable Products,2021-12-31,exports,395655.564,Vegetable Products
"Animal or Vegetable Fats, Oils and Waxes",2021-12-31,exports,5511.359,Other
"Prepared Foodstuffs; Beverages, Spirits, Vinegar and Tobacco",2021-12-31,exports,94260.974,"Prepared Foodstuffs; Beverages, Spirits, Vinegar and Tobacco"
Mineral Products,2021-12-31,exports,136305.836,Mineral Products
Products of Chemical or Allied Industries,2021-12-31,exports,42119.533,Products of Chemical or Allied Industries
Plastics and articles thereof; Rubber and articles thereof,2021-12-31,exports,41148.469,Plastics and articles thereof; Rubber and articles thereof
"Raw Hide and Skins, Leather, Fur skins and articles thereof",2021-12-31,exports,95107.909,"Raw Hide and Skins, Leather, Fur skins and articles thereof"
Wood and articles of Wood,2021-12-31,exports,1733.068,Other
Pulp of Wood or of other Fibrous Cellulosic Material,2021-12-31,exports,8999.554,Other
Textiles and Textile articles,2021-12-31,exports,1681664.414,Textiles and Textile articles
"Footwear, Headgear, Umbrellas, Walking Sticks etc..",2021-12-31,exports,15859.355,Other
"articles of Stone, Plaster, Cement, Asbestos, Mica or similar Materials",2021-12-31,exports,6433.732,Other
"Natural or Cultured Pearls, Precious or Semi Precious Stones, Metals",2021-12-31,exports,2589.492,Other
Base Metals and articles or Base Metal,2021-12-31,exports,125898.291,Base Metals and articles or Base Metal
Machinery and Mechanical Appliances,2021-12-31,exports,19501.657,Other
"Vehicles, Aircraft, Vessels and Associated Transport Equipment",2021-12-31,exports,6374.278,Other
"Optical, Photographic, Cinematographer, Measuring, Checking, Precision Apparatus",2021-12-31,exports,48860.176,Other
"Arms and Ammunition, Parts and Acces.sories thereof",2021-12-31,exports,355.864,Other
Miscellaneous Manufactured articles,2021-12-31,exports,60797.96,Miscellaneous Manufactured articles
"Works of Arts, Collectors, Pieces, Antiques and Special Transactions NES",2021-12-31,exports,2309.531,Other
Live Animals and Animals Products,2021-11-30,exports,76594.363,Live Animals and Animals Products
Vegetable Products,2021-11-30,exports,366135.015,Vegetable Products
"Animal or Vegetable Fats, Oils and Waxes",2021-11-30,exports,9114.378,Other
"Prepared Foodstuffs; Beverages, Spirits, Vinegar and Tobacco",2021-11-30,exports,77549.565,"Prepared Foodstuffs; Beverages, Spirits, Vinegar and Tobacco"
Mineral Products,2021-11-30,exports,103994.634,Mineral Products
Products of Chemical or Allied Industries,2021-11-30,exports,43704.667,Products of Chemical or Allied Industries
Plastics and articles thereof; Rubber and articles thereof,2021-11-30,exports,35432.517,Plastics and articles thereof; Rubber and articles thereof
"Raw Hide and Skins, Leather, Fur skins and articles thereof",2021-11-30,exports,80186.795,"Raw Hide and Skins, Leather, Fur skins and articles thereof"
Wood and articles of Wood,2021-11-30,exports,2321.774,Other
Pulp of Wood or of other Fibrous Cellulosic Material,2021-11-30,exports,8654.94,Other
Textiles and Textile articles,2021-11-30,exports,1555854.927,Textiles and Textile articles
"Footwear, Headgear, Umbrellas, Walking Sticks etc..",2021-11-30,exports,12055.412,Other
"articles of Stone, Plaster, Cement, Asbestos, Mica or similar Materials",2021-11-30,exports,6096.787,Other
"Natural or Cultured Pearls, Precious or Semi Precious Stones, Metals",2021-11-30,exports,2293.017,Other
Base Metals and articles or Base Metal,2021-11-30,exports,124645.731,Base Metals and articles or Base Metal
Machinery and Mechanical Appliances,2021-11-30,exports,12716.738,Other
"Vehicles, Aircraft, Vessels and Associated Transport Equipment",2021-11-30,exports,6217.473,Other
"Optical, Photographic, Cinematographer, Measuring, Checking, Precision Apparatus",2021-11-30,exports,42365.271,Other
"Arms and Ammunition, Parts and Acces.sories thereof",2021-11-30,exports,1687.455,Other
Miscellaneous Manufactured articles,2021-11-30,exports,63090.23,Miscellaneous Manufactured articles
"Works of Arts, Collectors, Pieces, Antiques and Special Transactions NES",2021-11-30,exports,6133.185,Other
Live Animals and Animals Products,2021-10-31,exports,60820.352,Live Animals and Animals Products
Vegetable Products,2021-10-31,exports,254420.142,Vegetable Products
"Animal or Vegetable Fats, Oils and Waxes",2021-10-31,exports,7656.651,Other
"Prepared Foodstuffs; Beverages, Spirits, Vinegar and Tobacco",2021-10-31,exports,63063.022,"Prepared Foodstuffs; Beverages, Spirits, Vinegar and Tobacco"
Mineral Products,2021-10-31,exports,111748.956,Mineral Products
Products of Chemical or Allied Industries,2021-10-31,exports,39203.515,Products of Chemical or Allied Industries
Plastics and articles thereof; Rubber and articles thereof,2021-10-31,exports,32512.105,Plastics and articles thereof; Rubber and articles thereof
"Raw Hide and Skins, Leather, Fur skins and articles thereof",2021-10-31,exports,81397.579,"Raw Hide and Skins, Leather, Fur skins and articles thereof"
Wood and articles of Wood,2021-10-31,exports,2848.049,Other
Pulp of Wood or of other Fibrous Cellulosic Material,2021-10-31,exports,8422.642,Other
Textiles and Textile articles,2021-10-31,exports,1442319.81,Textiles and Textile articles
"Footwear, Headgear, Umbrellas, Walking Sticks etc..",2021-10-31,exports,12567.219,Other
"articles of Stone, Plaster, Cement, Asbestos, Mica or similar Materials",2021-10-31,exports,6401.887,Other
"Natural or Cultured Pearls, Precious or Semi Precious Stones, Metals",2021-10-31,exports,6504.924,Other
Base Metals and articles or Base Metal,2021-10-31,exports,118709.036,Base Metals and articles or Base Metal
Machinery and Mechanical Appliances,2021-10-31,exports,17765.061,Other
"Vehicles, Aircraft, Vessels and Associated Transport Equipment",2021-10-31,exports,3872.594,Other
"Optical, Photographic, Cinematographer, Measuring, Checking, Precision Apparatus",2021-10-31,exports,41318.176,Other
"Arms and Ammunition, Parts and Acces.sories thereof",2021-10-31,exports,1268.485,Other
Miscellaneous Manufactured articles,2021-10-31,exports,51452,Miscellaneous Manufactured articles
"Works of Arts, Collectors, Pieces, Antiques and Special Transactions NES",2021-10-31,exports,3868.288,Other
Live Animals and Animals Products,2021-09-30,exports,53909.831,Live Animals and Animals Products
Vegetable Products,2021-09-30,exports,270208.253,Vegetable Products
"Animal or Vegetable Fats, Oils and Waxes",2021-09-30,exports,10205.867,Other
"Prepared Foodstuffs; Beverages, Spirits, Vinegar and Tobacco",2021-09-30,exports,81439.806,"Prepared Foodstuffs; Beverages, Spirits, Vinegar and Tobacco"
Mineral Products,2021-09-30,exports,99126.474,Mineral Products
Products of Chemical or Allied Industries,2021-09-30,exports,45699.953,Products of Chemical or Allied Industries
Plastics and articles thereof; Rubber and articles thereof,2021-09-30,exports,29205.959,Plastics and articles thereof; Rubber and articles thereof
"Raw Hide and Skins, Leather, Fur skins and articles thereof",2021-09-30,exports,77372.788,"Raw Hide and Skins, Leather, Fur skins and articles thereof"
Wood and articles of Wood,2021-09-30,exports,2059.784,Other
Pulp of Wood or of other Fibrous Cellulosic Material,2021-09-30,exports,10758.461,Other
Textiles and Textile articles,2021-09-30,exports,1518110.12,Textiles and Textile articles
"Footwear, Headgear, Umbrellas, Walking Sticks etc..",2021-09-30,exports,14453.731,Other
"articles of Stone, Plaster, Cement, Asbestos, Mica or similar Materials",2021-09-30,exports,5742.695,Other
"Natural or Cultured Pearls, Precious or Semi Precious Stones, Metals",2021-09-30,exports,1242.861,Other
Base Metals and articles or Base Metal,2021-09-30,exports,132123.564,Base Metals and articles or Base Metal
Machinery and Mechanical Appliances,2021-09-30,exports,14680.999,Other
"Vehicles, Aircraft, Vessels and Associated Transport Equipment",2021-09-30,exports,9860.938,Other
"Optical, Photographic, Cinematographer, Measuring, Checking, Precision Apparatus",2021-09-30,exports,43629.189,Other
"Arms and Ammunition, Parts and Acces.sories thereof",2021-09-30,exports,645.256,Other
Miscellaneous Manufactured articles,2021-09-30,exports,58312.431,Miscellaneous Manufactured articles
"Works of Arts, Collectors, Pieces, Antiques and Special Transactions NES",2021-09-30,exports,2581.628,Other
Live Animals and Animals Products,2021-08-31,exports,48256.424,Live Animals and Animals Products
Vegetable Products,2021-08-31,exports,262170.767,Vegetable Products
"Animal or Vegetable Fats, Oils and Waxes",2021-08-31,exports,8446.728,Other
"Prepared Foodstuffs; Beverages, Spirits, Vinegar and Tobacco",2021-08-31,exports,78226.848,"Prepared Foodstuffs; Beverages, Spirits, Vinegar and Tobacco"
Mineral Products,2021-08-31,exports,72768.738,Mineral Products
Products of Chemical or Allied Industries,2021-08-31,exports,50037.496,Products of Chemical or Allied Industries
Plastics and articles thereof; Rubber and articles thereof,2021-08-31,exports,41778.621,Plastics and articles thereof; Rubber and articles thereof
"Raw Hide and Skins, Leather, Fur skins and articles thereof",2021-08-31,exports,66397.125,"Raw Hide and Skins, Leather, Fur skins and articles thereof"
