series_name,date,trade_type,value,series_name2
"Animal or Vegetable Fats, Oils and Waxes",2019-10-31,imports,150402.872,"Animal or Vegetable Fats, Oils and Waxes"
"Prepared Foodstuffs; Beverages, Spirits, Vinegar and Tobacco",2019-10-31,imports,29472.125,Other
Mineral Products,2019-10-31,imports,975457.521,Mineral Products
Products of Chemical or Allied Industries,2019-10-31,imports,581162.066,Products of Chemical or Allied Industries
Plastics and articles thereof; Rubber and articles thereof,2019-10-31,imports,184415.125,Plastics and articles thereof; Rubber and articles thereof
"Raw Hide and Skins, Leather, Fur skins and articles thereof",2019-10-31,imports,3982.314,Other
Wood and articles of Wood,2019-10-31,imports,13054.481,Other
Pulp of Wood or of other Fibrous Cellulosic Material,2019-10-31,imports,51693.92,Other
Textiles and Textile articles,2019-10-31,imports,208814.037,Textiles and Textile articles
"Footwear, Headgear, Umbrellas, Walking Sticks etc..",2019-10-31,imports,5488.133,Other
"articles of Stone, Plaster, Cement, Asbestos, Mica or similar Materials",2019-10-31,imports,17139.097,Other
"Natural or Cultured Pearls, Precious or Semi Precious Stones, Metals",2019-10-31,imports,65.785,Other
Base Metals and articles or Base Metal,2019-10-31,imports,301717,Base Metals and articles or Base Metal
Machinery and Mechanical Appliances,2019-10-31,imports,507419.821,Machinery and Mechanical Appliances
"Vehicles, Aircraft, Vessels and Associated Transport Equipment",2019-10-31,imports,148328.932,"Vehicles, Aircraft, Vessels and Associated Transport Equipment"
"Optical, Photographic, Cinematographer, Measuring, Checking, Precision Apparatus",2019-10-31,imports,59188.181,Other
"Arms and Ammunition, Parts and Acces.sories thereof",2019-10-31,imports,690.088,Other
Miscellaneous Manufactured articles,2019-10-31,imports,31726.107,Other
"Works of Arts, Collectors, Pieces, Antiques and Special Transactions NES",2019-10-31,imports,111737.361,"Works of Arts, Collectors, Pieces, Antiques and Special Transactions NES"
Live Animals and Animals Products,2019-09-30,imports,6186.49,Other
Vegetable Products,2019-09-30,imports,170335.133,Vegetable Products
"Animal or Vegetable Fats, Oils and Waxes",2019-09-30,imports,127796.637,"Animal or Vegetable Fats, Oils and Waxes"
"Prepared Foodstuffs; Beverages, Spirits, Vinegar and Tobacco",2019-09-30,imports,23773.058,Other
Mineral Products,2019-09-30,imports,1023492.08,Mineral Products
Products of Chemical or Allied Industries,2019-09-30,imports,413253.52,Products of Chemical or Allied Industries
Plastics and articles thereof; Rubber and articles thereof,2019-09-30,imports,166888.813,Plastics and articles thereof; Rubber and articles thereof
"Raw Hide and Skins, Leather, Fur skins and articles thereof",2019-09-30,imports,4294.348,Other
Wood and articles of Wood,2019-09-30,imports,12367.206,Other
Pulp of Wood or of other Fibrous Cellulosic Material,2019-09-30,imports,48696.585,Other
Textiles and Textile articles,2019-09-30,imports,157392.205,Textiles and Textile articles
"Footwear, Headgear, Umbrellas, Walking Sticks etc..",2019-09-30,imports,5389.489,Other
"articles of Stone, Plaster, Cement, Asbestos, Mica or similar Materials",2019-09-30,imports,15987.871,Other
"Natural or Cultured Pearls, Precious or Semi Precious Stones, Metals",2019-09-30,imports,65.224,Other
Base Metals and articles or Base Metal,2019-09-30,imports,253977.341,Base Metals and articles or Base Metal
Machinery and Mechanical Appliances,2019-09-30,imports,516525.741,Machinery and Mechanical Appliances
"Vehicles, Aircraft, Vessels and Associated Transport Equipment",2019-09-30,imports,107589.452,"Vehicles, Aircraft, Vessels and Associated Transport Equipment"
"Optical, Photographic, Cinematographer, Measuring, Checking, Precision Apparatus",2019-09-30,imports,47782.796,Other
"Arms and Ammunition, Parts and Acces.sories thereof",2019-09-30,imports,914.223,Other
Miscellaneous Manufactured articles,2019-09-30,imports,24071.622,Other
"Works of Arts, Collectors, Pieces, Antiques and Special Transactions NES",2019-09-30,imports,58097.802,"Works of Arts, Collectors, Pieces, Antiques and Special Transactions NES"
Live Animals and Animals Products,2019-08-31,imports,7435.32,Other
Vegetable Products,2019-08-31,imports,166910.445,Vegetable Products
"Animal or Vegetable Fats, Oils and Waxes",2019-08-31,imports,142845.577,"Animal or Vegetable Fats, Oils and Waxes"
"Prepared Foodstuffs; Beverages, Spirits, Vinegar and Tobacco",2019-08-31,imports,29214.326,Other
Mineral Products,2019-08-31,imports,1084505.279,Mineral Products
Products of Chemical or Allied Industries,2019-08-31,imports,417089.195,Products of Chemical or Allied Industries
Plastics and articles thereof; Rubber and articles thereof,2019-08-31,imports,199955.357,Plastics and articles thereof; Rubber and articles thereof
"Raw Hide and Skins, Leather, Fur skins and articles thereof",2019-08-31,imports,4869.683,Other
Wood and articles of Wood,2019-08-31,imports,11715.441,Other
Pulp of Wood or of other Fibrous Cellulosic Material,2019-08-31,imports,49355.502,Other
Textiles and Textile articles,2019-08-31,imports,164948.032,Textiles and Textile articles
"Footwear, Headgear, Umbrellas, Walking Sticks etc..",2019-08-31,imports,6443.275,Other
"articles of Stone, Plaster, Cement, Asbestos, Mica or similar Materials",2019-08-31,imports,15464.168,Other
"Natural or Cultured Pearls, Precious or Semi Precious Stones, Metals",2019-08-31,imports,124.61,Other
Base Metals and articles or Base Metal,2019-08-31,imports,260151.583,Base Metals and articles or Base Metal
Machinery and Mechanical Appliances,2019-08-31,imports,450934.765,Machinery and Mechanical Appliances
"Vehicles, Aircraft, Vessels and Associated Transport Equipment",2019-08-31,imports,140231.759,"Vehicles, Aircraft, Vessels and Associated Transport Equipment"
"Optical, Photographic, Cinematographer, Measuring, Checking, Precision Apparatus",2019-08-31,imports,52047.498,Other
"Arms and Ammunition, Parts and Acces.sories thereof",2019-08-31,imports,3095.163,Other
Miscellaneous Manufactured articles,2019-08-31,imports,21180.774,Other
"Works of Arts, Collectors, Pieces, Antiques and Special Transactions NES",2019-08-31,imports,166398.744,"Works of Arts, Collectors, Pieces, Antiques and Special Transactions NES"
Live Animals and Animals Products,2019-07-31,imports,9458.017,Other
Vegetable Products,2019-07-31,imports,193636.823,Vegetable Products
"Animal or Vegetable Fats, Oils and Waxes",2019-07-31,imports,137507.736,"Animal or Vegetable Fats, Oils and Waxes"
"Prepared Foodstuffs; Beverages, Spirits, Vinegar and Tobacco",2019-07-31,imports,35860.079,Other
Mineral Products,2019-07-31,imports,1124703.501,Mineral Products
Products of Chemical or Allied Industries,2019-07-31,imports,558905.744,Products of Chemical or Allied Industries
Plastics and articles thereof; Rubber and articles thereof,2019-07-31,imports,265746.959,Plastics and articles thereof; Rubber and articles thereof
"Raw Hide and Skins, Leather, Fur skins and articles thereof",2019-07-31,imports,5200.112,Other
Wood and articles of Wood,2019-07-31,imports,12854.922,Other
Pulp of Wood or of other Fibrous Cellulosic Material,2019-07-31,imports,56553.441,Other
Textiles and Textile articles,2019-07-31,imports,237528.276,Textiles and Textile articles
"Footwear, Headgear, Umbrellas, Walking Sticks etc..",2019-07-31,imports,5452.472,Other
"articles of Stone, Plaster, Cement, Asbestos, Mica or similar Materials",2019-07-31,imports,18739.004,Other
"Natural or Cultured Pearls, Precious or Semi Precious Stones, Metals",2019-07-31,imports,129.562,Other
Base Metals and articles or Base Metal,2019-07-31,imports,359911.223,Base Metals and articles or Base Metal
Machinery and Mechanical Appliances,2019-07-31,imports,569766.868,Machinery and Mechanical Appliances
"Vehicles, Aircraft, Vessels and Associated Transport Equipment",2019-07-31,imports,199395.546,"Vehicles, Aircraft, Vessels and Associated Transport Equipment"
"Optical, Photographic, Cinematographer, Measuring, Checking, Precision Apparatus",2019-07-31,imports,56872.736,Other
"Arms and Ammunition, Parts and Acces.sories thereof",2019-07-31,imports,475.953,Other
Miscellaneous Manufactured articles,2019-07-31,imports,24709.348,Other
"Works of Arts, Collectors, Pieces, Antiques and Special Transactions NES",2019-07-31,imports,124924.951,"Works of Arts, Collectors, Pieces, Antiques and Special Transactions NES"
Live Animals and Animals Products,2019-06-30,imports,7451.127,Other
Vegetable Products,2019-06-30,imports,175500.567,Vegetable Products
"Animal or Vegetable Fats, Oils and Waxes",2019-06-30,imports,134117.566,"Animal or Vegetable Fats, Oils and Waxes"
"Prepared Foodstuffs; Beverages, Spirits, Vinegar and Tobacco",2019-06-30,imports,35025.002,Other
Mineral Products,2019-06-30,imports,1147536.27,Mineral Products
Products of Chemical or Allied Industries,2019-06-30,imports,436242.428,Products of Chemical or Allied Industries
Plastics and articles thereof; Rubber and articles thereof,2019-06-30,imports,193470.718,Plastics and articles thereof; Rubber and articles thereof
"Raw Hide and Skins, Leather, Fur skins and articles thereof",2019-06-30,imports,4871.9,Other
Wood and articles of Wood,2019-06-30,imports,10593.944,Other
Pulp of Wood or of other Fibrous Cellulosic Material,2019-06-30,imports,50184.028,Other
Textiles and Textile articles,2019-06-30,imports,253868.164,Textiles and Textile articles
"Footwear, Headgear, Umbrellas, Walking Sticks etc..",2019-06-30,imports,4414.375,Other
"articles of Stone, Plaster, Cement, Asbestos, Mica or similar Materials",2019-06-30,imports,15858.202,Other
"Natural or Cultured Pearls, Precious or Semi Precious Stones, Metals",2019-06-30,imports,306.409,Other
Base Metals and articles or Base Metal,2019-06-30,imports,265800.514,Base Metals and articles or Base Metal
Machinery and Mechanical Appliances,2019-06-30,imports,548960.45,Machinery and Mechanical Appliances
"Vehicles, Aircraft, Vessels and Associated Transport Equipment",2019-06-30,imports,166102.092,"Vehicles, Aircraft, Vessels and Associated Transport Equipment"
"Optical, Photographic, Cinematographer, Measuring, Checking, Precision Apparatus",2019-06-30,imports,40002.048,Other
"Arms and Ammunition, Parts and Acces.sories thereof",2019-06-30,imports,4599.681,Other
Miscellaneous Manufactured articles,2019-06-30,imports,30267.151,Other
"Works of Arts, Collectors, Pieces, Antiques and Special Transactions NES",2019-06-30,imports,265018.236,"Works of Arts, Collectors, Pieces, Antiques and Special Transactions NES"
Live Animals and Animals Products,2019-05-31,imports,13119.483,Other
Vegetable Products,2019-05-31,imports,237846.852,Vegetable Products
"Animal or Vegetable Fats, Oils and Waxes",2019-05-31,imports,148447.634,"Animal or Vegetable Fats, Oils and Waxes"
"Prepared Foodstuffs; Beverages, Spirits, Vinegar and Tobacco",2019-05-31,imports,114732.94,Other
Mineral Products,2019-05-31,imports,1124881.161,Mineral Products
Products of Chemical or Allied Industries,2019-05-31,imports,484735.413,Products of Chemical or Allied Industries
Plastics and articles thereof; Rubber and articles thereof,2019-05-31,imports,234230.616,Plastics and articles thereof; Rubber and articles thereof
"Raw Hide and Skins, Leather, Fur skins and articles thereof",2019-05-31,imports,6435.234,Other
Wood and articles of Wood,2019-05-31,imports,13197.38,Other
Pulp of Wood or of other Fibrous Cellulosic Material,2019-05-31,imports,59622.918,Other
Textiles and Textile articles,2019-05-31,imports,323547.441,Textiles and Textile articles
"Footwear, Headgear, Umbrellas, Walking Sticks etc..",2019-05-31,imports,5242.354,Other
"articles of Stone, Plaster, Cement, Asbestos, Mica or similar Materials",2019-05-31,imports,20451.685,Other
"Natural or Cultured Pearls, Precious or Semi Precious Stones, Metals",2019-05-31,imports,412.179,Other
Base Metals and articles or Base Metal,2019-05-31,imports,333640.722,Base Metals and articles or Base Metal
Machinery and Mechanical Appliances,2019-05-31,imports,614847.222,Machinery and Mechanical Appliances
"Vehicles, Aircraft, Vessels and Associated Transport Equipment",2019-05-31,imports,161213.415,"Vehicles, Aircraft, Vessels and Associated Transport Equipment"
"Optical, Photographic, Cinematographer, Measuring, Checking, Precision Apparatus",2019-05-31,imports,56851.129,Other
"Arms and Ammunition, Parts and Acces.sories thereof",2019-05-31,imports,2448.541,Other
Miscellaneous Manufactured articles,2019-05-31,imports,30815.718,Other
"Works of Arts, Collectors, Pieces, Antiques and Special Transactions NES",2019-05-31,imports,293902.117,"Works of Arts, Collectors, Pieces, Antiques and Special Transactions NES"
Live Animals and Animals Products,2019-04-30,imports,11619.647,Other
Vegetable Products,2019-04-30,imports,212416.653,Vegetable Products
"Animal or Vegetable Fats, Oils and Waxes",2019-04-30,imports,162608.956,"Animal or Vegetable Fats, Oils and Waxes"
"Prepared Foodstuffs; Beverages, Spirits, Vinegar and Tobacco",2019-04-30,imports,49869.9,Other
Mineral Products,2019-04-30,imports,1191768.101,Mineral Products
Products of Chemical or Allied Industries,2019-04-30,imports,491691.028,Products of Chemical or Allied Industries
Plastics and articles thereof; Rubber and articles thereof,2019-04-30,imports,229786.745,Plastics and articles thereof; Rubber and articles thereof
"Raw Hide and Skins, Leather, Fur skins and articles thereof",2019-04-30,imports,5896.495,Other
Wood and articles of Wood,2019-04-30,imports,17644.888,Other
Pulp of Wood or of other Fibrous Cellulosic Material,2019-04-30,imports,71587.912,Other
Textiles and Textile articles,2019-04-30,imports,384138.148,Textiles and Textile articles
"Footwear, Headgear, Umbrellas, Walking Sticks etc..",2019-04-30,imports,5845.067,Other
"articles of Stone, Plaster, Cement, Asbestos, Mica or similar Materials",2019-04-30,imports,19232.272,Other
"Natural or Cultured Pearls, Precious or Semi Precious Stones, Metals",2019-04-30,imports,651.034,Other
Base Metals and articles or Base Metal,2019-04-30,imports,311743.608,Base Metals and articles or Base Metal
Machinery and Mechanical Appliances,2019-04-30,imports,565806.821,Machinery and Mechanical Appliances
"Vehicles, Aircraft, Vessels and Associated Transport Equipment",2019-04-30,imports,176404.412,"Vehicles, Aircraft, Vessels and Associated Transport Equipment"
"Optical, Photographic, Cinematographer, Measuring, Checking, Precision Apparatus",2019-04-30,imports,55793.486,Other
"Arms and Ammunition, Parts and Acces.sories thereof",2019-04-30,imports,1913.365,Other
Miscellaneous Manufactured articles,2019-04-30,imports,29397.095,Other
"Works of Arts, Collectors, Pieces, Antiques and Special Transactions NES",2019-04-30,imports,83770.716,"Works of Arts, Collectors, Pieces, Antiques and Special Transactions NES"
Live Animals and Animals Products,2019-03-31,imports,17745.594,Other
Vegetable Products,2019-03-31,imports,173675.315,Vegetable Products
"Animal or Vegetable Fats, Oils and Waxes",2019-03-31,imports,149330.663,"Animal or Vegetable Fats, Oils and Waxes"
"Prepared Foodstuffs; Beverages, Spirits, Vinegar and Tobacco",2019-03-31,imports,38987.215,Other
Mineral Products,2019-03-31,imports,1114566.638,Mineral Products
Products of Chemical or Allied Industries,2019-03-31,imports,485601.702,Products of Chemical or Allied Industries
Plastics and articles thereof; Rubber and articles thereof,2019-03-31,imports,195627.676,Plastics and articles thereof; Rubber and articles thereof
"Raw Hide and Skins, Leather, Fur skins and articles thereof",2019-03-31,imports,5519.173,Other
Wood and articles of Wood,2019-03-31,imports,17075.291,Other
Pulp of Wood or of other Fibrous Cellulosic Material,2019-03-31,imports,69277.505,Other
Textiles and Textile articles,2019-03-31,imports,383841.223,Textiles and Textile articles
"Footwear, Headgear, Umbrellas, Walking Sticks etc..",2019-03-31,imports,3396.473,Other
"articles of Stone, Plaster, Cement, Asbestos, Mica or similar Materials",2019-03-31,imports,16880.684,Other
"Natural or Cultured Pearls, Precious or Semi Precious Stones, Metals",2019-03-31,imports,107.093,Other
Base Metals and articles or Base Metal,2019-03-31,imports,301063.516,Base Metals and articles or Base Metal
Machinery and Mechanical Appliances,2019-03-31,imports,505177.925,Machinery and Mechanical Appliances
"Vehicles, Aircraft, Vessels and Associated Transport Equipment",2019-03-31,imports,191002.556,"Vehicles, Aircraft, Vessels and Associated Transport Equipment"
"Optical, Photographic, Cinematographer, Measuring, Checking, Precision Apparatus",2019-03-31,imports,50312.328,Other
"Arms and Ammunition, Parts and Acces.sories thereof",2019-03-31,imports,3374.946,Other
Miscellaneous Manufactured articles,2019-03-31,imports,26410.8,Other
"Works of Arts, Collectors, Pieces, Antiques and Special Transactions NES",2019-03-31,imports,269245.481,"Works of Arts, Collectors, Pieces, Antiques and Special Transactions NES"
Live Animals and Animals Products,2019-02-28,imports,23493.367,Other
Vegetable Products,2019-02-28,imports,175461.788,Vegetable Products
"Animal or Vegetable Fats, Oils and Waxes",2019-02-28,imports,141005.297,"Animal or Vegetable Fats, Oils and Waxes"
"Prepared Foodstuffs; Beverages, Spirits, Vinegar and Tobacco",2019-02-28,imports,30844.574,Other
Mineral Products,2019-02-28,imports,882470.808,Mineral Products
Products of Chemical or Allied Industries,2019-02-28,imports,393863.477,Products of Chemical or Allied Industries
Plastics and articles thereof; Rubber and articles thereof,2019-02-28,imports,192603.763,Plastics and articles thereof; Rubber and articles thereof
"Raw Hide and Skins, Leather, Fur skins and articles thereof",2019-02-28,imports,5523.617,Other
Wood and articles of Wood,2019-02-28,imports,16257.188,Other
Pulp of Wood or of other Fibrous Cellulosic Material,2019-02-28,imports,56627.883,Other
Textiles and Textile articles,2019-02-28,imports,340862.74,Textiles and Textile articles
"Footwear, Headgear, Umbrellas, Walking Sticks etc..",2019-02-28,imports,5677.211,Other
"articles of Stone, Plaster, Cement, Asbestos, Mica or similar Materials",2019-02-28,imports,16409.88,Other
"Natural or Cultured Pearls, Precious or Semi Precious Stones, Metals",2019-02-28,imports,1486.255,Other
Base Metals and articles or Base Metal,2019-02-28,imports,291302.768,Base Metals and articles or Base Metal
Machinery and Mechanical Appliances,2019-02-28,imports,490659.532,Machinery and Mechanical Appliances
"Vehicles, Aircraft, Vessels and Associated Transport Equipment",2019-02-28,imports,157020.736,"Vehicles, Aircraft, Vessels and Associated Transport Equipment"
"Optical, Photographic, Cinematographer, Measuring, Checking, Precision Apparatus",2019-02-28,imports,45399.493,Other
"Arms and Ammunition, Parts and Acces.sories thereof",2019-02-28,imports,45.952,Other
Miscellaneous Manufactured articles,2019-02-28,imports,27657.283,Other
"Works of Arts, Collectors, Pieces, Antiques and Special Transactions NES",2019-02-28,imports,73970.57,"Works of Arts, Collectors, Pieces, Antiques and Special Transactions NES"
Live Animals and Animals Products,2019-01-31,imports,23242.78,Other
Vegetable Products,2019-01-31,imports,200197.096,Vegetable Products
"Animal or Vegetable Fats, Oils and Waxes",2019-01-31,imports,153754.64,"Animal or Vegetable Fats, Oils and Waxes"
"Prepared Foodstuffs; Beverages, Spirits, Vinegar and Tobacco",2019-01-31,imports,48046.83,Other
Mineral Products,2019-01-31,imports,1159181.801,Mineral Products
Products of Chemical or Allied Industries,2019-01-31,imports,492110.366,Products of Chemical or Allied Industries
Plastics and articles thereof; Rubber and articles thereof,2019-01-31,imports,241266.645,Plastics and articles thereof; Rubber and articles thereof
"Raw Hide and Skins, Leather, Fur skins and articles thereof",2019-01-31,imports,6944.225,Other
Wood and articles of Wood,2019-01-31,imports,18751.592,Other
Pulp of Wood or of other Fibrous Cellulosic Material,2019-01-31,imports,68818.878,Other
Textiles and Textile articles,2019-01-31,imports,395469.33,Textiles and Textile articles
"Footwear, Headgear, Umbrellas, Walking Sticks etc..",2019-01-31,imports,9426.447,Other
"articles of Stone, Plaster, Cement, Asbestos, Mica or similar Materials",2019-01-31,imports,24277.416,Other
"Natural or Cultured Pearls, Precious or Semi Precious Stones, Metals",2019-01-31,imports,377.264,Other
Base Metals and articles or Base Metal,2019-01-31,imports,339962.545,Base Metals and articles or Base Metal
Machinery and Mechanical Appliances,2019-01-31,imports,584510.391,Machinery and Mechanical Appliances
"Vehicles, Aircraft, Vessels and Associated Transport Equipment",2019-01-31,imports,209584.318,"Vehicles, Aircraft, Vessels and Associated Transport Equipment"
"Optical, Photographic, Cinematographer, Measuring, Checking, Precision Apparatus",2019-01-31,imports,47557.899,Other
"Arms and Ammunition, Parts and Acces.sories thereof",2019-01-31,imports,3409.749,Other
Miscellaneous Manufactured articles,2019-01-31,imports,37342.603,Other
"Works of Arts, Collectors, Pieces, Antiques and Special Transactions NES",2019-01-31,imports,166111.032,"Works of Arts, Collectors, Pieces, Antiques and Special Transactions NES"
Live Animals and Animals Products,2018-12-31,imports,16360.04,Other
Vegetable Products,2018-12-31,imports,235468.755,Vegetable Products
"Animal or Vegetable Fats, Oils and Waxes",2018-12-31,imports,159776.505,"Animal or Vegetable Fats, Oils and Waxes"
"Prepared Foodstuffs; Beverages, Spirits, Vinegar and Tobacco",2018-12-31,imports,43468.342,Other
Mineral Products,2018-12-31,imports,1354604.193,Mineral Products
Products of Chemical or Allied Industries,2018-12-31,imports,558590.491,Products of Chemical or Allied Industries
Plastics and articles thereof; Rubber and articles thereof,2018-12-31,imports,218682.145,Plastics and articles thereof; Rubber and articles thereof
"Raw Hide and Skins, Leather, Fur skins and articles thereof",2018-12-31,imports,5965.092,Other
Wood and articles of Wood,2018-12-31,imports,16192.69,Other
Pulp of Wood or of other Fibrous Cellulosic Material,2018-12-31,imports,61121.769,Other
Textiles and Textile articles,2018-12-31,imports,338181.921,Textiles and Textile articles
"Footwear, Headgear, Umbrellas, Walking Sticks etc..",2018-12-31,imports,4542.596,Other
"articles of Stone, Plaster, Cement, Asbestos, Mica or similar Materials",2018-12-31,imports,24735.327,Other
"Natural or Cultured Pearls, Precious or Semi Precious Stones, Metals",2018-12-31,imports,343.173,Other
Base Metals and articles or Base Metal,2018-12-31,imports,298365.638,Base Metals and articles or Base Metal
Machinery and Mechanical Appliances,2018-12-31,imports,557084.528,Machinery and Mechanical Appliances
"Vehicles, Aircraft, Vessels and Associated Transport Equipment",2018-12-31,imports,184403.762,"Vehicles, Aircraft, Vessels and Associated Transport Equipment"
"Optical, Photographic, Cinematographer, Measuring, Checking, Precision Apparatus",2018-12-31,imports,52254.886,Other
"Arms and Ammunition, Parts and Acces.sories thereof",2018-12-31,imports,3104.095,Other
Miscellaneous Manufactured articles,2018-12-31,imports,41071.772,Other
"Works of Arts, Collectors, Pieces, Antiques and Special Transactions NES",2018-12-31,imports,176015.025,"Works of Arts, Collectors, Pieces, Antiques and Special Transactions NES"
Live Animals and Animals Products,2018-11-30,imports,13406.981,Other
Vegetable Products,2018-11-30,imports,194411.956,Vegetable Products
"Animal or Vegetable Fats, Oils and Waxes",2018-11-30,imports,172721.398,"Animal or Vegetable Fats, Oils and Waxes"
"Prepared Foodstuffs; Beverages, Spirits, Vinegar and Tobacco",2018-11-30,imports,40961.858,Other
Mineral Products,2018-11-30,imports,1371929.103,Mineral Products
Products of Chemical or Allied Industries,2018-11-30,imports,489373.102,Products of Chemical or Allied Industries
Plastics and articles thereof; Rubber and articles thereof,2018-11-30,imports,214234.044,Plastics and articles thereof; Rubber and articles thereof
"Raw Hide and Skins, Leather, Fur skins and articles thereof",2018-11-30,imports,8013.81,Other
Wood and articles of Wood,2018-11-30,imports,15235.243,Other
Pulp of Wood or of other Fibrous Cellulosic Material,2018-11-30,imports,55742.446,Other
Textiles and Textile articles,2018-11-30,imports,330241.798,Textiles and Textile articles
"Footwear, Headgear, Umbrellas, Walking Sticks etc..",2018-11-30,imports,6855.914,Other
"articles of Stone, Plaster, Cement, Asbestos, Mica or similar Materials",2018-11-30,imports,22293.786,Other
"Natural or Cultured Pearls, Precious or Semi Precious Stones, Metals",2018-11-30,imports,244.758,Other
Base Metals and articles or Base Metal,2018-11-30,imports,292600.869,Base Metals and articles or Base Metal
Machinery and Mechanical Appliances,2018-11-30,imports,502571.186,Machinery and Mechanical Appliances
"Vehicles, Aircraft, Vessels and Associated Transport Equipment",2018-11-30,imports,208232.414,"Vehicles, Aircraft, Vessels and Associated Transport Equipment"
"Optical, Photographic, Cinematographer, Measuring, Checking, Precision Apparatus",2018-11-30,imports,68710.454,Other
"Arms and Ammunition, Parts and Acces.sories thereof",2018-11-30,imports,2013.823,Other
Miscellaneous Manufactured articles,2018-11-30,imports,31924.512,Other
"Works of Arts, Collectors, Pieces, Antiques and Special Transactions NES",2018-11-30,imports,63184.11,"Works of Arts, Collectors, Pieces, Antiques and Special Transactions NES"
Live Animals and Animals Products,2018-10-31,imports,12679.221,Other
Vegetable Products,2018-10-31,imports,207033.796,Vegetable Products
"Animal or Vegetable Fats, Oils and Waxes",2018-10-31,imports,158235.411,"Animal or Vegetable Fats, Oils and Waxes"
"Prepared Foodstuffs; Beverages, Spirits, Vinegar and Tobacco",2018-10-31,imports,39105.761,Other
Mineral Products,2018-10-31,imports,1604810.573,Mineral Products
Products of Chemical or Allied Industries,2018-10-31,imports,631148.662,Products of Chemical or Allied Industries
Plastics and articles thereof; Rubber and articles thereof,2018-10-31,imports,212322.951,Plastics and articles thereof; Rubber and articles thereof
"Raw Hide and Skins, Leather, Fur skins and articles thereof",2018-10-31,imports,5172.289,Other
Wood and articles of Wood,2018-10-31,imports,17433.509,Other
Pulp of Wood or of other Fibrous Cellulosic Material,2018-10-31,imports,67065.991,Other
Textiles and Textile articles,2018-10-31,imports,321442.923,Textiles and Textile articles
"Footwear, Headgear, Umbrellas, Walking Sticks etc..",2018-10-31,imports,8553.706,Other
"articles of Stone, Plaster, Cement, Asbestos, Mica or similar Materials",2018-10-31,imports,24958.349,Other
"Natural or Cultured Pearls, Precious or Semi Precious Stones, Metals",2018-10-31,imports,698.449,Other
Base Metals and articles or Base Metal,2018-10-31,imports,343904.449,Base Metals and articles or Base Metal
Machinery and Mechanical Appliances,2018-10-31,imports,532725.585,Machinery and Mechanical Appliances
"Vehicles, Aircraft, Vessels and Associated Transport Equipment",2018-10-31,imports,244719.36,"Vehicles, Aircraft, Vessels and Associated Transport Equipment"
"Optical, Photographic, Cinematographer, Measuring, Checking, Precision Apparatus",2018-10-31,imports,57071.648,Other
"Arms and Ammunition, Parts and Acces.sories thereof",2018-10-31,imports,973.134,Other
Miscellaneous Manufactured articles,2018-10-31,imports,38738.44,Other
"Works of Arts, Collectors, Pieces, Antiques and Special Transactions NES",2018-10-31,imports,107442.42,"Works of Arts, Collectors, Pieces, Antiques and Special Transactions NES"
Live Animals and Animals Products,2018-09-30,imports,9708.109,Other
Vegetable Products,2018-09-30,imports,184508.674,Vegetable Products
"Animal or Vegetable Fats, Oils and Waxes",2018-09-30,imports,159634.968,"Animal or Vegetable Fats, Oils and Waxes"
"Prepared Foodstuffs; Beverages, Spirits, Vinegar and Tobacco",2018-09-30,imports,32428.526,Other
Mineral Products,2018-09-30,imports,1080574.907,Mineral Products
Products of Chemical or Allied Industries,2018-09-30,imports,502703.18,Products of Chemical or Allied Industries
Plastics and articles thereof; Rubber and articles thereof,2018-09-30,imports,224559.551,Plastics and articles thereof; Rubber and articles thereof
"Raw Hide and Skins, Leather, Fur skins and articles thereof",2018-09-30,imports,8306.829,Other
Wood and articles of Wood,2018-09-30,imports,13545.269,Other
Pulp of Wood or of other Fibrous Cellulosic Material,2018-09-30,imports,71145.039,Other
Textiles and Textile articles,2018-09-30,imports,267736.309,Textiles and Textile articles
"Footwear, Headgear, Umbrellas, Walking Sticks etc..",2018-09-30,imports,7269.645,Other
"articles of Stone, Plaster, Cement, Asbestos, Mica or similar Materials",2018-09-30,imports,22259.472,Other
"Natural or Cultured Pearls, Precious or Semi Precious Stones, Metals",2018-09-30,imports,210.234,Other
Base Metals and articles or Base Metal,2018-09-30,imports,343802.11,Base Metals and articles or Base Metal
Machinery and Mechanical Appliances,2018-09-30,imports,501295.96,Machinery and Mechanical Appliances
"Vehicles, Aircraft, Vessels and Associated Transport Equipment",2018-09-30,imports,171631.807,"Vehicles, Aircraft, Vessels and Associated Transport Equipment"
"Optical, Photographic, Cinematographer, Measuring, Checking, Precision Apparatus",2018-09-30,imports,123936.857,Other
"Arms and Ammunition, Parts and Acces.sories thereof",2018-09-30,imports,4107.555,Other
Miscellaneous Manufactured articles,2018-09-30,imports,25917.717,Other
"Works of Arts, Collectors, Pieces, Antiques and Special Transactions NES",2018-09-30,imports,44456.699,"Works of Arts, Collectors, Pieces, Antiques and Special Transactions NES"
Live Animals and Animals Products,2018-08-31,imports,16629.111,Other
Vegetable Products,2018-08-31,imports,248749.326,Vegetable Products
"Animal or Vegetable Fats, Oils and Waxes",2018-08-31,imports,140479.977,"Animal or Vegetable Fats, Oils and Waxes"
"Prepared Foodstuffs; Beverages, Spirits, Vinegar and Tobacco",2018-08-31,imports,31133.23,Other
Mineral Products,2018-08-31,imports,1577512.613,Mineral Products
Products of Chemical or Allied Industries,2018-08-31,imports,545565.557,Products of Chemical or Allied Industries
