series_name,date,trade_type,value,series_name2
Live Animals and Animals Products,2013-02-28,imports,13338.158,Other
Vegetable Products,2013-02-28,imports,167680.609,Vegetable Products
"Animal or Vegetable Fats, Oils and Waxes",2013-02-28,imports,150123.249,"Animal or Vegetable Fats, Oils and Waxes"
"Prepared Foodstuffs; Beverages, Spirits, Vinegar and Tobacco",2013-02-28,imports,56777.753,Other
Mineral Products,2013-02-28,imports,1144395.351,Mineral Products
Products of Chemical or Allied Industries,2013-02-28,imports,338734.784,Products of Chemical or Allied Industries
Plastics and articles thereof; Rubber and articles thereof,2013-02-28,imports,141575.902,Plastics and articles thereof; Rubber and articles thereof
"Raw Hide and Skins, Leather, Fur skins and articles thereof",2013-02-28,imports,7045.882,Other
Wood and articles of Wood,2013-02-28,imports,9000.749,Other
Pulp of Wood or of other Fibrous Cellulosic Material,2013-02-28,imports,46850.645,Other
Textiles and Textile articles,2013-02-28,imports,302132.277,Textiles and Textile articles
"Footwear, Headgear, Umbrellas, Walking Sticks etc..",2013-02-28,imports,3333.629,Other
"articles of Stone, Plaster, Cement, Asbestos, Mica or similar Materials",2013-02-28,imports,11413.852,Other
"Natural or Cultured Pearls, Precious or Semi Precious Stones, Metals",2013-02-28,imports,309.669,Other
Base Metals and articles or Base Metal,2013-02-28,imports,206061.838,Base Metals and articles or Base Metal
Machinery and Mechanical Appliances,2013-02-28,imports,271097.895,Machinery and Mechanical Appliances
"Vehicles, Aircraft, Vessels and Associated Transport Equipment",2013-02-28,imports,127320.953,"Vehicles, Aircraft, Vessels and Associated Transport Equipment"
"Optical, Photographic, Cinematographer, Measuring, Checking, Precision Apparatus",2013-02-28,imports,25584.306,Other
"Arms and Ammunition, Parts and Acces.sories thereof",2013-02-28,imports,1502.757,Other
Miscellaneous Manufactured articles,2013-02-28,imports,8939.271,Other
"Works of Arts, Collectors, Pieces, Antiques and Special Transactions NES",2013-02-28,imports,65114.477,"Works of Arts, Collectors, Pieces, Antiques and Special Transactions NES"
Live Animals and Animals Products,2013-01-31,imports,12369.887,Other
Vegetable Products,2013-01-31,imports,190148.046,Vegetable Products
"Animal or Vegetable Fats, Oils and Waxes",2013-01-31,imports,200397.879,"Animal or Vegetable Fats, Oils and Waxes"
"Prepared Foodstuffs; Beverages, Spirits, Vinegar and Tobacco",2013-01-31,imports,55131.763,Other
Mineral Products,2013-01-31,imports,1224491.091,Mineral Products
Products of Chemical or Allied Industries,2013-01-31,imports,368148.551,Products of Chemical or Allied Industries
Plastics and articles thereof; Rubber and articles thereof,2013-01-31,imports,179660.51,Plastics and articles thereof; Rubber and articles thereof
"Raw Hide and Skins, Leather, Fur skins and articles thereof",2013-01-31,imports,5699.791,Other
Wood and articles of Wood,2013-01-31,imports,11887.862,Other
Pulp of Wood or of other Fibrous Cellulosic Material,2013-01-31,imports,40614.748,Other
Textiles and Textile articles,2013-01-31,imports,343853.8,Textiles and Textile articles
"Footwear, Headgear, Umbrellas, Walking Sticks etc..",2013-01-31,imports,2322.032,Other
"articles of Stone, Plaster, Cement, Asbestos, Mica or similar Materials",2013-01-31,imports,10471.395,Other
"Natural or Cultured Pearls, Precious or Semi Precious Stones, Metals",2013-01-31,imports,57.6,Other
Base Metals and articles or Base Metal,2013-01-31,imports,195216.62,Base Metals and articles or Base Metal
Machinery and Mechanical Appliances,2013-01-31,imports,311702.886,Machinery and Mechanical Appliances
"Vehicles, Aircraft, Vessels and Associated Transport Equipment",2013-01-31,imports,123244.037,"Vehicles, Aircraft, Vessels and Associated Transport Equipment"
"Optical, Photographic, Cinematographer, Measuring, Checking, Precision Apparatus",2013-01-31,imports,25609.306,Other
"Arms and Ammunition, Parts and Acces.sories thereof",2013-01-31,imports,1623.898,Other
Miscellaneous Manufactured articles,2013-01-31,imports,11589.196,Other
"Works of Arts, Collectors, Pieces, Antiques and Special Transactions NES",2013-01-31,imports,72302.197,"Works of Arts, Collectors, Pieces, Antiques and Special Transactions NES"
Live Animals and Animals Products,2012-12-31,imports,10038.43,Other
Vegetable Products,2012-12-31,imports,84263.299,Vegetable Products
"Animal or Vegetable Fats, Oils and Waxes",2012-12-31,imports,154394.123,"Animal or Vegetable Fats, Oils and Waxes"
"Prepared Foodstuffs; Beverages, Spirits, Vinegar and Tobacco",2012-12-31,imports,62041.202,Other
Mineral Products,2012-12-31,imports,1051841.008,Mineral Products
Products of Chemical or Allied Industries,2012-12-31,imports,417370.053,Products of Chemical or Allied Industries
Plastics and articles thereof; Rubber and articles thereof,2012-12-31,imports,150057.501,Plastics and articles thereof; Rubber and articles thereof
"Raw Hide and Skins, Leather, Fur skins and articles thereof",2012-12-31,imports,5018.586,Other
Wood and articles of Wood,2012-12-31,imports,9556.295,Other
Pulp of Wood or of other Fibrous Cellulosic Material,2012-12-31,imports,41268.536,Other
Textiles and Textile articles,2012-12-31,imports,220320.873,Textiles and Textile articles
"Footwear, Headgear, Umbrellas, Walking Sticks etc..",2012-12-31,imports,2957.765,Other
"articles of Stone, Plaster, Cement, Asbestos, Mica or similar Materials",2012-12-31,imports,11261.036,Other
"Natural or Cultured Pearls, Precious or Semi Precious Stones, Metals",2012-12-31,imports,543.632,Other
Base Metals and articles or Base Metal,2012-12-31,imports,176605.344,Base Metals and articles or Base Metal
Machinery and Mechanical Appliances,2012-12-31,imports,379047.459,Machinery and Mechanical Appliances
"Vehicles, Aircraft, Vessels and Associated Transport Equipment",2012-12-31,imports,135932.396,"Vehicles, Aircraft, Vessels and Associated Transport Equipment"
"Optical, Photographic, Cinematographer, Measuring, Checking, Precision Apparatus",2012-12-31,imports,32551.228,Other
"Arms and Ammunition, Parts and Acces.sories thereof",2012-12-31,imports,7311.029,Other
Miscellaneous Manufactured articles,2012-12-31,imports,11575.294,Other
"Works of Arts, Collectors, Pieces, Antiques and Special Transactions NES",2012-12-31,imports,118095.951,"Works of Arts, Collectors, Pieces, Antiques and Special Transactions NES"
Live Animals and Animals Products,2012-11-30,imports,15246.101,Other
Vegetable Products,2012-11-30,imports,131255.341,Vegetable Products
"Animal or Vegetable Fats, Oils and Waxes",2012-11-30,imports,155766.871,"Animal or Vegetable Fats, Oils and Waxes"
"Prepared Foodstuffs; Beverages, Spirits, Vinegar and Tobacco",2012-11-30,imports,61980.445,Other
Mineral Products,2012-11-30,imports,1368640.32,Mineral Products
Products of Chemical or Allied Industries,2012-11-30,imports,404650.627,Products of Chemical or Allied Industries
Plastics and articles thereof; Rubber and articles thereof,2012-11-30,imports,149222.262,Plastics and articles thereof; Rubber and articles thereof
"Raw Hide and Skins, Leather, Fur skins and articles thereof",2012-11-30,imports,7156.495,Other
Wood and articles of Wood,2012-11-30,imports,9428.865,Other
Pulp of Wood or of other Fibrous Cellulosic Material,2012-11-30,imports,48138.671,Other
Textiles and Textile articles,2012-11-30,imports,189580.372,Textiles and Textile articles
"Footwear, Headgear, Umbrellas, Walking Sticks etc..",2012-11-30,imports,3891.299,Other
"articles of Stone, Plaster, Cement, Asbestos, Mica or similar Materials",2012-11-30,imports,9081.121,Other
"Natural or Cultured Pearls, Precious or Semi Precious Stones, Metals",2012-11-30,imports,459.502,Other
Base Metals and articles or Base Metal,2012-11-30,imports,162977.564,Base Metals and articles or Base Metal
Machinery and Mechanical Appliances,2012-11-30,imports,311637.487,Machinery and Mechanical Appliances
"Vehicles, Aircraft, Vessels and Associated Transport Equipment",2012-11-30,imports,145918.982,"Vehicles, Aircraft, Vessels and Associated Transport Equipment"
"Optical, Photographic, Cinematographer, Measuring, Checking, Precision Apparatus",2012-11-30,imports,42137.417,Other
"Arms and Ammunition, Parts and Acces.sories thereof",2012-11-30,imports,1211.057,Other
Miscellaneous Manufactured articles,2012-11-30,imports,7945.947,Other
"Works of Arts, Collectors, Pieces, Antiques and Special Transactions NES",2012-11-30,imports,93872.988,"Works of Arts, Collectors, Pieces, Antiques and Special Transactions NES"
Live Animals and Animals Products,2012-10-31,imports,14463.393,Other
Vegetable Products,2012-10-31,imports,170352.761,Vegetable Products
"Animal or Vegetable Fats, Oils and Waxes",2012-10-31,imports,142133.522,"Animal or Vegetable Fats, Oils and Waxes"
"Prepared Foodstuffs; Beverages, Spirits, Vinegar and Tobacco",2012-10-31,imports,30577.089,Other
Mineral Products,2012-10-31,imports,1579544.789,Mineral Products
Products of Chemical or Allied Industries,2012-10-31,imports,464406.145,Products of Chemical or Allied Industries
Plastics and articles thereof; Rubber and articles thereof,2012-10-31,imports,155793.857,Plastics and articles thereof; Rubber and articles thereof
"Raw Hide and Skins, Leather, Fur skins and articles thereof",2012-10-31,imports,7533.383,Other
Wood and articles of Wood,2012-10-31,imports,7396.852,Other
Pulp of Wood or of other Fibrous Cellulosic Material,2012-10-31,imports,49697.055,Other
Textiles and Textile articles,2012-10-31,imports,165332.151,Textiles and Textile articles
"Footwear, Headgear, Umbrellas, Walking Sticks etc..",2012-10-31,imports,4398.232,Other
"articles of Stone, Plaster, Cement, Asbestos, Mica or similar Materials",2012-10-31,imports,17607.165,Other
"Natural or Cultured Pearls, Precious or Semi Precious Stones, Metals",2012-10-31,imports,416.728,Other
Base Metals and articles or Base Metal,2012-10-31,imports,220738.009,Base Metals and articles or Base Metal
Machinery and Mechanical Appliances,2012-10-31,imports,299502.318,Machinery and Mechanical Appliances
"Vehicles, Aircraft, Vessels and Associated Transport Equipment",2012-10-31,imports,109231.248,"Vehicles, Aircraft, Vessels and Associated Transport Equipment"
"Optical, Photographic, Cinematographer, Measuring, Checking, Precision Apparatus",2012-10-31,imports,34231.636,Other
"Arms and Ammunition, Parts and Acces.sories thereof",2012-10-31,imports,679.963,Other
Miscellaneous Manufactured articles,2012-10-31,imports,10006.747,Other
"Works of Arts, Collectors, Pieces, Antiques and Special Transactions NES",2012-10-31,imports,135703.467,"Works of Arts, Collectors, Pieces, Antiques and Special Transactions NES"
Live Animals and Animals Products,2012-09-30,imports,18483.886,Other
Vegetable Products,2012-09-30,imports,129798.4,Vegetable Products
"Animal or Vegetable Fats, Oils and Waxes",2012-09-30,imports,141422.852,"Animal or Vegetable Fats, Oils and Waxes"
"Prepared Foodstuffs; Beverages, Spirits, Vinegar and Tobacco",2012-09-30,imports,35533.152,Other
Mineral Products,2012-09-30,imports,1151235.058,Mineral Products
Products of Chemical or Allied Industries,2012-09-30,imports,413871.678,Products of Chemical or Allied Industries
Plastics and articles thereof; Rubber and articles thereof,2012-09-30,imports,148083.512,Plastics and articles thereof; Rubber and articles thereof
"Raw Hide and Skins, Leather, Fur skins and articles thereof",2012-09-30,imports,6279.047,Other
Wood and articles of Wood,2012-09-30,imports,7255.986,Other
Pulp of Wood or of other Fibrous Cellulosic Material,2012-09-30,imports,38318.652,Other
Textiles and Textile articles,2012-09-30,imports,140343.846,Textiles and Textile articles
"Footwear, Headgear, Umbrellas, Walking Sticks etc..",2012-09-30,imports,3151.25,Other
"articles of Stone, Plaster, Cement, Asbestos, Mica or similar Materials",2012-09-30,imports,8665.577,Other
"Natural or Cultured Pearls, Precious or Semi Precious Stones, Metals",2012-09-30,imports,727.859,Other
Base Metals and articles or Base Metal,2012-09-30,imports,207070.766,Base Metals and articles or Base Metal
Machinery and Mechanical Appliances,2012-09-30,imports,318197.925,Machinery and Mechanical Appliances
"Vehicles, Aircraft, Vessels and Associated Transport Equipment",2012-09-30,imports,158198.903,"Vehicles, Aircraft, Vessels and Associated Transport Equipment"
"Optical, Photographic, Cinematographer, Measuring, Checking, Precision Apparatus",2012-09-30,imports,35088.545,Other
"Arms and Ammunition, Parts and Acces.sories thereof",2012-09-30,imports,284.258,Other
Miscellaneous Manufactured articles,2012-09-30,imports,8473.13,Other
"Works of Arts, Collectors, Pieces, Antiques and Special Transactions NES",2012-09-30,imports,65366.4,"Works of Arts, Collectors, Pieces, Antiques and Special Transactions NES"
Live Animals and Animals Products,2012-08-31,imports,18195.608,Other
Vegetable Products,2012-08-31,imports,125270.255,Vegetable Products
"Animal or Vegetable Fats, Oils and Waxes",2012-08-31,imports,256764.631,"Animal or Vegetable Fats, Oils and Waxes"
"Prepared Foodstuffs; Beverages, Spirits, Vinegar and Tobacco",2012-08-31,imports,24703.953,Other
Mineral Products,2012-08-31,imports,1106107.031,Mineral Products
Products of Chemical or Allied Industries,2012-08-31,imports,396484.36,Products of Chemical or Allied Industries
Plastics and articles thereof; Rubber and articles thereof,2012-08-31,imports,182409.337,Plastics and articles thereof; Rubber and articles thereof
"Raw Hide and Skins, Leather, Fur skins and articles thereof",2012-08-31,imports,5823.689,Other
Wood and articles of Wood,2012-08-31,imports,7969.345,Other
Pulp of Wood or of other Fibrous Cellulosic Material,2012-08-31,imports,45756.857,Other
Textiles and Textile articles,2012-08-31,imports,177173.463,Textiles and Textile articles
"Footwear, Headgear, Umbrellas, Walking Sticks etc..",2012-08-31,imports,5312.79,Other
"articles of Stone, Plaster, Cement, Asbestos, Mica or similar Materials",2012-08-31,imports,11238.438,Other
"Natural or Cultured Pearls, Precious or Semi Precious Stones, Metals",2012-08-31,imports,168.148,Other
Base Metals and articles or Base Metal,2012-08-31,imports,195664.124,Base Metals and articles or Base Metal
Machinery and Mechanical Appliances,2012-08-31,imports,277356.453,Machinery and Mechanical Appliances
"Vehicles, Aircraft, Vessels and Associated Transport Equipment",2012-08-31,imports,153118.457,"Vehicles, Aircraft, Vessels and Associated Transport Equipment"
"Optical, Photographic, Cinematographer, Measuring, Checking, Precision Apparatus",2012-08-31,imports,26208.195,Other
"Arms and Ammunition, Parts and Acces.sories thereof",2012-08-31,imports,1405.636,Other
Miscellaneous Manufactured articles,2012-08-31,imports,14795.011,Other
"Works of Arts, Collectors, Pieces, Antiques and Special Transactions NES",2012-08-31,imports,101371.619,"Works of Arts, Collectors, Pieces, Antiques and Special Transactions NES"
Live Animals and Animals Products,2012-07-31,imports,14845.239,Other
Vegetable Products,2012-07-31,imports,166020.35,Vegetable Products
"Animal or Vegetable Fats, Oils and Waxes",2012-07-31,imports,218747.858,"Animal or Vegetable Fats, Oils and Waxes"
"Prepared Foodstuffs; Beverages, Spirits, Vinegar and Tobacco",2012-07-31,imports,28568.171,Other
Mineral Products,2012-07-31,imports,1300264.783,Mineral Products
Products of Chemical or Allied Industries,2012-07-31,imports,460893.871,Products of Chemical or Allied Industries
Plastics and articles thereof; Rubber and articles thereof,2012-07-31,imports,149730.441,Plastics and articles thereof; Rubber and articles thereof
"Raw Hide and Skins, Leather, Fur skins and articles thereof",2012-07-31,imports,5513.565,Other
Wood and articles of Wood,2012-07-31,imports,8731.378,Other
Pulp of Wood or of other Fibrous Cellulosic Material,2012-07-31,imports,54612.818,Other
Textiles and Textile articles,2012-07-31,imports,194061.347,Textiles and Textile articles
"Footwear, Headgear, Umbrellas, Walking Sticks etc..",2012-07-31,imports,4518.542,Other
"articles of Stone, Plaster, Cement, Asbestos, Mica or similar Materials",2012-07-31,imports,10625.855,Other
"Natural or Cultured Pearls, Precious or Semi Precious Stones, Metals",2012-07-31,imports,693.776,Other
Base Metals and articles or Base Metal,2012-07-31,imports,197547.988,Base Metals and articles or Base Metal
Machinery and Mechanical Appliances,2012-07-31,imports,332768.938,Machinery and Mechanical Appliances
"Vehicles, Aircraft, Vessels and Associated Transport Equipment",2012-07-31,imports,140919.507,"Vehicles, Aircraft, Vessels and Associated Transport Equipment"
"Optical, Photographic, Cinematographer, Measuring, Checking, Precision Apparatus",2012-07-31,imports,36875.111,Other
"Arms and Ammunition, Parts and Acces.sories thereof",2012-07-31,imports,533.335,Other
Miscellaneous Manufactured articles,2012-07-31,imports,7503.843,Other
"Works of Arts, Collectors, Pieces, Antiques and Special Transactions NES",2012-07-31,imports,56292.809,"Works of Arts, Collectors, Pieces, Antiques and Special Transactions NES"
Live Animals and Animals Products,2012-06-30,imports,14749.851,Other
Vegetable Products,2012-06-30,imports,113959.616,Vegetable Products
"Animal or Vegetable Fats, Oils and Waxes",2012-06-30,imports,252196.848,"Animal or Vegetable Fats, Oils and Waxes"
"Prepared Foodstuffs; Beverages, Spirits, Vinegar and Tobacco",2012-06-30,imports,29611.145,Other
Mineral Products,2012-06-30,imports,1191564.339,Mineral Products
Products of Chemical or Allied Industries,2012-06-30,imports,407005.526,Products of Chemical or Allied Industries
Plastics and articles thereof; Rubber and articles thereof,2012-06-30,imports,161279.926,Plastics and articles thereof; Rubber and articles thereof
"Raw Hide and Skins, Leather, Fur skins and articles thereof",2012-06-30,imports,5989.106,Other
Wood and articles of Wood,2012-06-30,imports,9264.867,Other
Pulp of Wood or of other Fibrous Cellulosic Material,2012-06-30,imports,54281.234,Other
Textiles and Textile articles,2012-06-30,imports,197061.771,Textiles and Textile articles
"Footwear, Headgear, Umbrellas, Walking Sticks etc..",2012-06-30,imports,4566.225,Other
"articles of Stone, Plaster, Cement, Asbestos, Mica or similar Materials",2012-06-30,imports,10121.769,Other
"Natural or Cultured Pearls, Precious or Semi Precious Stones, Metals",2012-06-30,imports,249.477,Other
Base Metals and articles or Base Metal,2012-06-30,imports,248901.099,Base Metals and articles or Base Metal
Machinery and Mechanical Appliances,2012-06-30,imports,398478.927,Machinery and Mechanical Appliances
"Vehicles, Aircraft, Vessels and Associated Transport Equipment",2012-06-30,imports,137845.93,"Vehicles, Aircraft, Vessels and Associated Transport Equipment"
"Optical, Photographic, Cinematographer, Measuring, Checking, Precision Apparatus",2012-06-30,imports,30570.511,Other
"Arms and Ammunition, Parts and Acces.sories thereof",2012-06-30,imports,1561.336,Other
Miscellaneous Manufactured articles,2012-06-30,imports,8137.166,Other
"Works of Arts, Collectors, Pieces, Antiques and Special Transactions NES",2012-06-30,imports,208467.86,"Works of Arts, Collectors, Pieces, Antiques and Special Transactions NES"
Live Animals and Animals Products,2012-05-31,imports,11289.644,Other
Vegetable Products,2012-05-31,imports,127149.283,Vegetable Products
"Animal or Vegetable Fats, Oils and Waxes",2012-05-31,imports,246776.742,"Animal or Vegetable Fats, Oils and Waxes"
"Prepared Foodstuffs; Beverages, Spirits, Vinegar and Tobacco",2012-05-31,imports,37744.492,Other
Mineral Products,2012-05-31,imports,1233315.578,Mineral Products
Products of Chemical or Allied Industries,2012-05-31,imports,375568.419,Products of Chemical or Allied Industries
Plastics and articles thereof; Rubber and articles thereof,2012-05-31,imports,178467.068,Plastics and articles thereof; Rubber and articles thereof
"Raw Hide and Skins, Leather, Fur skins and articles thereof",2012-05-31,imports,8046.058,Other
Wood and articles of Wood,2012-05-31,imports,9521.165,Other
Pulp of Wood or of other Fibrous Cellulosic Material,2012-05-31,imports,55808.877,Other
Textiles and Textile articles,2012-05-31,imports,198458.743,Textiles and Textile articles
"Footwear, Headgear, Umbrellas, Walking Sticks etc..",2012-05-31,imports,2502.46,Other
"articles of Stone, Plaster, Cement, Asbestos, Mica or similar Materials",2012-05-31,imports,14638.297,Other
"Natural or Cultured Pearls, Precious or Semi Precious Stones, Metals",2012-05-31,imports,395.014,Other
Base Metals and articles or Base Metal,2012-05-31,imports,210173.142,Base Metals and articles or Base Metal
Machinery and Mechanical Appliances,2012-05-31,imports,361420.415,Machinery and Mechanical Appliances
"Vehicles, Aircraft, Vessels and Associated Transport Equipment",2012-05-31,imports,176627.34,"Vehicles, Aircraft, Vessels and Associated Transport Equipment"
"Optical, Photographic, Cinematographer, Measuring, Checking, Precision Apparatus",2012-05-31,imports,28293.878,Other
"Arms and Ammunition, Parts and Acces.sories thereof",2012-05-31,imports,2099.879,Other
Miscellaneous Manufactured articles,2012-05-31,imports,9123.812,Other
"Works of Arts, Collectors, Pieces, Antiques and Special Transactions NES",2012-05-31,imports,68924.889,"Works of Arts, Collectors, Pieces, Antiques and Special Transactions NES"
Live Animals and Animals Products,2012-04-30,imports,12629.85,Other
Vegetable Products,2012-04-30,imports,147514.578,Vegetable Products
"Animal or Vegetable Fats, Oils and Waxes",2012-04-30,imports,149365.595,"Animal or Vegetable Fats, Oils and Waxes"
"Prepared Foodstuffs; Beverages, Spirits, Vinegar and Tobacco",2012-04-30,imports,46819.72,Other
Mineral Products,2012-04-30,imports,1306757.03,Mineral Products
Products of Chemical or Allied Industries,2012-04-30,imports,376611.789,Products of Chemical or Allied Industries
Plastics and articles thereof; Rubber and articles thereof,2012-04-30,imports,152636.283,Plastics and articles thereof; Rubber and articles thereof
"Raw Hide and Skins, Leather, Fur skins and articles thereof",2012-04-30,imports,5569.446,Other
Wood and articles of Wood,2012-04-30,imports,8427.896,Other
Pulp of Wood or of other Fibrous Cellulosic Material,2012-04-30,imports,53706.88,Other
Textiles and Textile articles,2012-04-30,imports,147262.932,Textiles and Textile articles
"Footwear, Headgear, Umbrellas, Walking Sticks etc..",2012-04-30,imports,1532.67,Other
"articles of Stone, Plaster, Cement, Asbestos, Mica or similar Materials",2012-04-30,imports,10073.983,Other
"Natural or Cultured Pearls, Precious or Semi Precious Stones, Metals",2012-04-30,imports,285.282,Other
Base Metals and articles or Base Metal,2012-04-30,imports,203524.746,Base Metals and articles or Base Metal
Machinery and Mechanical Appliances,2012-04-30,imports,307217.746,Machinery and Mechanical Appliances
"Vehicles, Aircraft, Vessels and Associated Transport Equipment",2012-04-30,imports,199053.18,"Vehicles, Aircraft, Vessels and Associated Transport Equipment"
"Optical, Photographic, Cinematographer, Measuring, Checking, Precision Apparatus",2012-04-30,imports,32089.013,Other
"Arms and Ammunition, Parts and Acces.sories thereof",2012-04-30,imports,241.452,Other
Miscellaneous Manufactured articles,2012-04-30,imports,9940.201,Other
"Works of Arts, Collectors, Pieces, Antiques and Special Transactions NES",2012-04-30,imports,49502.321,"Works of Arts, Collectors, Pieces, Antiques and Special Transactions NES"
Live Animals and Animals Products,2012-03-31,imports,13882.055,Other
Vegetable Products,2012-03-31,imports,146360.803,Vegetable Products
"Animal or Vegetable Fats, Oils and Waxes",2012-03-31,imports,119202.253,"Animal or Vegetable Fats, Oils and Waxes"
"Prepared Foodstuffs; Beverages, Spirits, Vinegar and Tobacco",2012-03-31,imports,49421.636,Other
Mineral Products,2012-03-31,imports,981775.736,Mineral Products
Products of Chemical or Allied Industries,2012-03-31,imports,392934.392,Products of Chemical or Allied Industries
Plastics and articles thereof; Rubber and articles thereof,2012-03-31,imports,177953.123,Plastics and articles thereof; Rubber and articles thereof
"Raw Hide and Skins, Leather, Fur skins and articles thereof",2012-03-31,imports,5308.261,Other
Wood and articles of Wood,2012-03-31,imports,10338.209,Other
Pulp of Wood or of other Fibrous Cellulosic Material,2012-03-31,imports,45717.294,Other
Textiles and Textile articles,2012-03-31,imports,171661.487,Textiles and Textile articles
"Footwear, Headgear, Umbrellas, Walking Sticks etc..",2012-03-31,imports,2431.615,Other
"articles of Stone, Plaster, Cement, Asbestos, Mica or similar Materials",2012-03-31,imports,8810.552,Other
"Natural or Cultured Pearls, Precious or Semi Precious Stones, Metals",2012-03-31,imports,480.794,Other
Base Metals and articles or Base Metal,2012-03-31,imports,168304.553,Base Metals and articles or Base Metal
Machinery and Mechanical Appliances,2012-03-31,imports,321181.367,Machinery and Mechanical Appliances
"Vehicles, Aircraft, Vessels and Associated Transport Equipment",2012-03-31,imports,206172.759,"Vehicles, Aircraft, Vessels and Associated Transport Equipment"
"Optical, Photographic, Cinematographer, Measuring, Checking, Precision Apparatus",2012-03-31,imports,26375.246,Other
"Arms and Ammunition, Parts and Acces.sories thereof",2012-03-31,imports,664.034,Other
Miscellaneous Manufactured articles,2012-03-31,imports,7121.832,Other
"Works of Arts, Collectors, Pieces, Antiques and Special Transactions NES",2012-03-31,imports,74863.43,"Works of Arts, Collectors, Pieces, Antiques and Special Transactions NES"
Live Animals and Animals Products,2012-02-29,imports,11777.494,Other
Vegetable Products,2012-02-29,imports,187750.998,Vegetable Products
"Animal or Vegetable Fats, Oils and Waxes",2012-02-29,imports,168065.76,"Animal or Vegetable Fats, Oils and Waxes"
"Prepared Foodstuffs; Beverages, Spirits, Vinegar and Tobacco",2012-02-29,imports,35262.123,Other
Mineral Products,2012-02-29,imports,1743998.99,Mineral Products
Products of Chemical or Allied Industries,2012-02-29,imports,342471.569,Products of Chemical or Allied Industries
Plastics and articles thereof; Rubber and articles thereof,2012-02-29,imports,153965.289,Plastics and articles thereof; Rubber and articles thereof
"Raw Hide and Skins, Leather, Fur skins and articles thereof",2012-02-29,imports,6321.475,Other
Wood and articles of Wood,2012-02-29,imports,9158.364,Other
Pulp of Wood or of other Fibrous Cellulosic Material,2012-02-29,imports,50157.655,Other
Textiles and Textile articles,2012-02-29,imports,151832.108,Textiles and Textile articles
"Footwear, Headgear, Umbrellas, Walking Sticks etc..",2012-02-29,imports,2082.277,Other
"articles of Stone, Plaster, Cement, Asbestos, Mica or similar Materials",2012-02-29,imports,8749.482,Other
"Natural or Cultured Pearls, Precious or Semi Precious Stones, Metals",2012-02-29,imports,1058.615,Other
Base Metals and articles or Base Metal,2012-02-29,imports,173912.41,Base Metals and articles or Base Metal
Machinery and Mechanical Appliances,2012-02-29,imports,267599.387,Machinery and Mechanical Appliances
"Vehicles, Aircraft, Vessels and Associated Transport Equipment",2012-02-29,imports,171951.906,"Vehicles, Aircraft, Vessels and Associated Transport Equipment"
"Optical, Photographic, Cinematographer, Measuring, Checking, Precision Apparatus",2012-02-29,imports,20660.293,Other
"Arms and Ammunition, Parts and Acces.sories thereof",2012-02-29,imports,1067.813,Other
Miscellaneous Manufactured articles,2012-02-29,imports,7572.42,Other
"Works of Arts, Collectors, Pieces, Antiques and Special Transactions NES",2012-02-29,imports,79790.311,"Works of Arts, Collectors, Pieces, Antiques and Special Transactions NES"
Live Animals and Animals Products,2012-01-31,imports,18146.077,Other
Vegetable Products,2012-01-31,imports,181500.643,Vegetable Products
"Animal or Vegetable Fats, Oils and Waxes",2012-01-31,imports,252067.926,"Animal or Vegetable Fats, Oils and Waxes"
"Prepared Foodstuffs; Beverages, Spirits, Vinegar and Tobacco",2012-01-31,imports,47082.46,Other
Mineral Products,2012-01-31,imports,1170414.922,Mineral Products
Products of Chemical or Allied Industries,2012-01-31,imports,495128.782,Products of Chemical or Allied Industries
Plastics and articles thereof; Rubber and articles thereof,2012-01-31,imports,179424.196,Plastics and articles thereof; Rubber and articles thereof
"Raw Hide and Skins, Leather, Fur skins and articles thereof",2012-01-31,imports,6671.626,Other
Wood and articles of Wood,2012-01-31,imports,10503.207,Other
Pulp of Wood or of other Fibrous Cellulosic Material,2012-01-31,imports,46530.357,Other
Textiles and Textile articles,2012-01-31,imports,189916.598,Textiles and Textile articles
"Footwear, Headgear, Umbrellas, Walking Sticks etc..",2012-01-31,imports,3493.901,Other
"articles of Stone, Plaster, Cement, Asbestos, Mica or similar Materials",2012-01-31,imports,10455.802,Other
"Natural or Cultured Pearls, Precious or Semi Precious Stones, Metals",2012-01-31,imports,108.97,Other
Base Metals and articles or Base Metal,2012-01-31,imports,217373.364,Base Metals and articles or Base Metal
Machinery and Mechanical Appliances,2012-01-31,imports,322286.264,Machinery and Mechanical Appliances
"Vehicles, Aircraft, Vessels and Associated Transport Equipment",2012-01-31,imports,147167.117,"Vehicles, Aircraft, Vessels and Associated Transport Equipment"
"Optical, Photographic, Cinematographer, Measuring, Checking, Precision Apparatus",2012-01-31,imports,34996.933,Other
"Arms and Ammunition, Parts and Acces.sories thereof",2012-01-31,imports,1262.689,Other
Miscellaneous Manufactured articles,2012-01-31,imports,8475.269,Other
"Works of Arts, Collectors, Pieces, Antiques and Special Transactions NES",2012-01-31,imports,34570.991,"Works of Arts, Collectors, Pieces, Antiques and Special Transactions NES"
Live Animals and Animals Products,2011-12-31,imports,14498.038,Other
Vegetable Products,2011-12-31,imports,178352.625,Vegetable Products
"Animal or Vegetable Fats, Oils and Waxes",2011-12-31,imports,237621.657,"Animal or Vegetable Fats, Oils and Waxes"
"Prepared Foodstuffs; Beverages, Spirits, Vinegar and Tobacco",2011-12-31,imports,47769.314,Other
